crash_id,vehicle_type
20221196,articulatedtruck
20224049,articulatedtruck
20223260,articulatedtruck
20223260,articulatedtruck
20223260,articulatedtruck
20223260,articulatedtruck
20222114,articulatedtruck
20223225,articulatedtruck
20221139,articulatedtruck
20223094,articulatedtruck
20223132,articulatedtruck
20223137,articulatedtruck
20221083,articulatedtruck
20221083,articulatedtruck
20227010,articulatedtruck
20222155,articulatedtruck
20223267,articulatedtruck
20223257,articulatedtruck
20221034,articulatedtruck
20223211,articulatedtruck
20223211,articulatedtruck
20221068,articulatedtruck
20223133,articulatedtruck
20221241,articulatedtruck
20227034,articulatedtruck
20212161,articulatedtruck
20213164,articulatedtruck
20213187,articulatedtruck
20214049,articulatedtruck
20211174,articulatedtruck
20211246,articulatedtruck
20211164,articulatedtruck
20212162,articulatedtruck
20214020,articulatedtruck
20212057,articulatedtruck
20211140,articulatedtruck
20214050,articulatedtruck
20212185,articulatedtruck
20211183,articulatedtruck
20211213,articulatedtruck
20213032,articulatedtruck
20213032,articulatedtruck
20217014,articulatedtruck
20214023,articulatedtruck
20211207,articulatedtruck
20212019,articulatedtruck
20212049,articulatedtruck
20213135,articulatedtruck
20213135,articulatedtruck
20213135,articulatedtruck
20213177,articulatedtruck
20211203,articulatedtruck
20212077,articulatedtruck
20212077,articulatedtruck
20213165,articulatedtruck
20211048,articulatedtruck
20211048,articulatedtruck
20215028,articulatedtruck
20211197,articulatedtruck
20213113,articulatedtruck
20213232,articulatedtruck
20213218,articulatedtruck
20211118,articulatedtruck
20211220,articulatedtruck
20211057,articulatedtruck
20212044,articulatedtruck
20214066,articulatedtruck
20216024,articulatedtruck
20216024,articulatedtruck
20213073,articulatedtruck
20212096,articulatedtruck
20212149,articulatedtruck
20213035,articulatedtruck
20213035,articulatedtruck
20211221,articulatedtruck
20213169,articulatedtruck
20213169,articulatedtruck
20211012,articulatedtruck
20213079,articulatedtruck
20213180,articulatedtruck
20213054,articulatedtruck
20212022,articulatedtruck
20211003,articulatedtruck
20214052,articulatedtruck
20211104,articulatedtruck
20213171,articulatedtruck
20213124,articulatedtruck
20213225,articulatedtruck
20215045,articulatedtruck
20211053,articulatedtruck
20215056,articulatedtruck
20213060,articulatedtruck
20213186,articulatedtruck
20215100,articulatedtruck
20211043,articulatedtruck
20212174,articulatedtruck
20211001,articulatedtruck
20216002,articulatedtruck
20215050,articulatedtruck
20214083,articulatedtruck
20215039,articulatedtruck
20211098,articulatedtruck
20213229,articulatedtruck
20213036,articulatedtruck
20213244,articulatedtruck
20213014,articulatedtruck
20214082,articulatedtruck
20214082,articulatedtruck
20215146,articulatedtruck
20212027,articulatedtruck
20212083,articulatedtruck
20212015,articulatedtruck
20215027,articulatedtruck
20213020,articulatedtruck
20211037,articulatedtruck
20213189,articulatedtruck
20213053,articulatedtruck
20214092,articulatedtruck
20213063,articulatedtruck
20213094,articulatedtruck
20213208,articulatedtruck
20213138,articulatedtruck
20211002,articulatedtruck
20212197,articulatedtruck
20211243,articulatedtruck
20211243,articulatedtruck
20211112,articulatedtruck
20212184,articulatedtruck
20213018,articulatedtruck
20213198,articulatedtruck
20203228,articulatedtruck
20203228,articulatedtruck
20205095,articulatedtruck
20205095,articulatedtruck
20204004,articulatedtruck
20205030,articulatedtruck
20203181,articulatedtruck
20201116,articulatedtruck
20207009,articulatedtruck
20202160,articulatedtruck
20205023,articulatedtruck
20205077,articulatedtruck
20205077,articulatedtruck
20201197,articulatedtruck
20203178,articulatedtruck
20203197,articulatedtruck
20203027,articulatedtruck
20202088,articulatedtruck
20203051,articulatedtruck
20203172,articulatedtruck
20203014,articulatedtruck
20203014,articulatedtruck
20203220,articulatedtruck
20202143,articulatedtruck
20202143,articulatedtruck
20203205,articulatedtruck
20202092,articulatedtruck
20202062,articulatedtruck
20203072,articulatedtruck
20202058,articulatedtruck
20201153,articulatedtruck
20203173,articulatedtruck
20203010,articulatedtruck
20204067,articulatedtruck
20201200,articulatedtruck
20203250,articulatedtruck
20201072,articulatedtruck
20201088,articulatedtruck
20201162,articulatedtruck
20201162,articulatedtruck
20205074,articulatedtruck
20201138,articulatedtruck
20203043,articulatedtruck
20203093,articulatedtruck
20201080,articulatedtruck
20201163,articulatedtruck
20205033,articulatedtruck
20203108,articulatedtruck
20203108,articulatedtruck
20201004,articulatedtruck
20202193,articulatedtruck
20201233,articulatedtruck
20201031,articulatedtruck
20206027,articulatedtruck
20203125,articulatedtruck
20201131,articulatedtruck
20201131,articulatedtruck
20201225,articulatedtruck
20201225,articulatedtruck
20203112,articulatedtruck
20203004,articulatedtruck
20203086,articulatedtruck
20203086,articulatedtruck
20202125,articulatedtruck
20202125,articulatedtruck
20201036,articulatedtruck
20201082,articulatedtruck
20204006,articulatedtruck
20203120,articulatedtruck
20201014,articulatedtruck
20201127,articulatedtruck
20202162,articulatedtruck
20203192,articulatedtruck
20201216,articulatedtruck
20202055,articulatedtruck
20203180,articulatedtruck
20201147,articulatedtruck
20206001,articulatedtruck
20202149,articulatedtruck
20201108,articulatedtruck
20202150,articulatedtruck
20201123,articulatedtruck
20202048,articulatedtruck
20203067,articulatedtruck
20203067,articulatedtruck
20202142,articulatedtruck
20202142,articulatedtruck
20202167,articulatedtruck
20203224,articulatedtruck
20201178,articulatedtruck
20201027,articulatedtruck
20204049,articulatedtruck
20202174,articulatedtruck
20205079,articulatedtruck
20203022,articulatedtruck
20193148,articulatedtruck
20193006,articulatedtruck
20194053,articulatedtruck
20192149,articulatedtruck
20192149,articulatedtruck
20195074,articulatedtruck
20192247,articulatedtruck
20194072,articulatedtruck
20194014,articulatedtruck
20195119,articulatedtruck
20192052,articulatedtruck
20194086,articulatedtruck
20192127,articulatedtruck
20194077,articulatedtruck
20194077,articulatedtruck
20191283,articulatedtruck
20191141,articulatedtruck
20192020,articulatedtruck
20196002,articulatedtruck
20194097,articulatedtruck
20191199,articulatedtruck
20195017,articulatedtruck
20191020,articulatedtruck
20191115,articulatedtruck
20198004,articulatedtruck
20193074,articulatedtruck
20193118,articulatedtruck
20191015,articulatedtruck
20192062,articulatedtruck
20193147,articulatedtruck
20193021,articulatedtruck
20194101,articulatedtruck
20194101,articulatedtruck
20193162,articulatedtruck
20193025,articulatedtruck
20191070,articulatedtruck
20196006,articulatedtruck
20191124,articulatedtruck
20193189,articulatedtruck
20192030,articulatedtruck
20191009,articulatedtruck
20191137,articulatedtruck
20192065,articulatedtruck
20195021,articulatedtruck
20195066,articulatedtruck
20193065,articulatedtruck
20193065,articulatedtruck
20195057,articulatedtruck
20195057,articulatedtruck
20191235,articulatedtruck
20195015,articulatedtruck
20191194,articulatedtruck
20191217,articulatedtruck
20191173,articulatedtruck
20192248,articulatedtruck
20196027,articulatedtruck
20194031,articulatedtruck
20192094,articulatedtruck
20193104,articulatedtruck
20194058,articulatedtruck
20194058,articulatedtruck
20192059,articulatedtruck
20194105,articulatedtruck
20194081,articulatedtruck
20192235,articulatedtruck
20194046,articulatedtruck
20194091,articulatedtruck
20191138,articulatedtruck
20193131,articulatedtruck
20193131,articulatedtruck
20193038,articulatedtruck
20192192,articulatedtruck
20196012,articulatedtruck
20191166,articulatedtruck
20191286,articulatedtruck
20191122,articulatedtruck
20192119,articulatedtruck
20194041,articulatedtruck
20191270,articulatedtruck
20191032,articulatedtruck
20193110,articulatedtruck
20194002,articulatedtruck
20193182,articulatedtruck
20191294,articulatedtruck
20194045,articulatedtruck
20191135,articulatedtruck
20192018,articulatedtruck
20193081,articulatedtruck
20191025,articulatedtruck
20192040,articulatedtruck
20192178,articulatedtruck
20192097,articulatedtruck
20195110,articulatedtruck
20192009,articulatedtruck
20194074,articulatedtruck
20192136,articulatedtruck
20194070,articulatedtruck
20195030,articulatedtruck
20194036,articulatedtruck
20194027,articulatedtruck
20192141,articulatedtruck
20183154,articulatedtruck
20185114,articulatedtruck
20182071,articulatedtruck
20183224,articulatedtruck
20184024,articulatedtruck
20184024,articulatedtruck
20183140,articulatedtruck
20183140,articulatedtruck
20183161,articulatedtruck
20182004,articulatedtruck
20182004,articulatedtruck
20181031,articulatedtruck
20181159,articulatedtruck
20185044,articulatedtruck
20183062,articulatedtruck
20181168,articulatedtruck
20182191,articulatedtruck
20181213,articulatedtruck
20185098,articulatedtruck
20183044,articulatedtruck
20183044,articulatedtruck
20181145,articulatedtruck
20182135,articulatedtruck
20183117,articulatedtruck
20181064,articulatedtruck
20183131,articulatedtruck
20183100,articulatedtruck
20183078,articulatedtruck
20185126,articulatedtruck
20185126,articulatedtruck
20183206,articulatedtruck
20181197,articulatedtruck
20181197,articulatedtruck
20181103,articulatedtruck
20181222,articulatedtruck
20183049,articulatedtruck
20183127,articulatedtruck
20182124,articulatedtruck
20182033,articulatedtruck
20186029,articulatedtruck
20185014,articulatedtruck
20183015,articulatedtruck
20181161,articulatedtruck
20183024,articulatedtruck
20183202,articulatedtruck
20183202,articulatedtruck
20182032,articulatedtruck
20182053,articulatedtruck
20183217,articulatedtruck
20182077,articulatedtruck
20181260,articulatedtruck
20183221,articulatedtruck
20184032,articulatedtruck
20182104,articulatedtruck
20181007,articulatedtruck
20181102,articulatedtruck
20181141,articulatedtruck
20181068,articulatedtruck
20185039,articulatedtruck
20185039,articulatedtruck
20185030,articulatedtruck
20181251,articulatedtruck
20181034,articulatedtruck
20183106,articulatedtruck
20182085,articulatedtruck
20183181,articulatedtruck
20184039,articulatedtruck
20183071,articulatedtruck
20184066,articulatedtruck
20182121,articulatedtruck
20181153,articulatedtruck
20182066,articulatedtruck
20181155,articulatedtruck
20183048,articulatedtruck
20183094,articulatedtruck
20181255,articulatedtruck
20181195,articulatedtruck
20181195,articulatedtruck
20183056,articulatedtruck
20184061,articulatedtruck
20185101,articulatedtruck
20181262,articulatedtruck
20181262,articulatedtruck
20183038,articulatedtruck
20183038,articulatedtruck
20181272,articulatedtruck
20171193,articulatedtruck
20172022,articulatedtruck
20173131,articulatedtruck
20171061,articulatedtruck
20175126,articulatedtruck
20175078,articulatedtruck
20173042,articulatedtruck
20173215,articulatedtruck
20175036,articulatedtruck
20172107,articulatedtruck
20171152,articulatedtruck
20172132,articulatedtruck
20174086,articulatedtruck
20172079,articulatedtruck
20171088,articulatedtruck
20171275,articulatedtruck
20171197,articulatedtruck
20175086,articulatedtruck
20175033,articulatedtruck
20176027,articulatedtruck
20173015,articulatedtruck
20175059,articulatedtruck
20172215,articulatedtruck
20173024,articulatedtruck
20171338,articulatedtruck
20173076,articulatedtruck
20172166,articulatedtruck
20171164,articulatedtruck
20171111,articulatedtruck
20173160,articulatedtruck
20173049,articulatedtruck
20172139,articulatedtruck
20171012,articulatedtruck
20172025,articulatedtruck
20172123,articulatedtruck
20171142,articulatedtruck
20171134,articulatedtruck
20171219,articulatedtruck
20174076,articulatedtruck
20171144,articulatedtruck
20171144,articulatedtruck
20171157,articulatedtruck
20172084,articulatedtruck
20171145,articulatedtruck
20171145,articulatedtruck
20174027,articulatedtruck
20171294,articulatedtruck
20171294,articulatedtruck
20176029,articulatedtruck
20172014,articulatedtruck
20175011,articulatedtruck
20175011,articulatedtruck
20174025,articulatedtruck
20173023,articulatedtruck
20173023,articulatedtruck
20173023,articulatedtruck
20175063,articulatedtruck
20173085,articulatedtruck
20171342,articulatedtruck
20171200,articulatedtruck
20171246,articulatedtruck
20171246,articulatedtruck
20171054,articulatedtruck
20171196,articulatedtruck
20171196,articulatedtruck
20171196,articulatedtruck
20171162,articulatedtruck
20171162,articulatedtruck
20173074,articulatedtruck
20171220,articulatedtruck
20171177,articulatedtruck
20172072,articulatedtruck
20171076,articulatedtruck
20172086,articulatedtruck
20171045,articulatedtruck
20171021,articulatedtruck
20171021,articulatedtruck
20171098,articulatedtruck
20171098,articulatedtruck
20172119,articulatedtruck
20172228,articulatedtruck
20175120,articulatedtruck
20172221,articulatedtruck
20173192,articulatedtruck
20172142,articulatedtruck
20171108,articulatedtruck
20174091,articulatedtruck
20173088,articulatedtruck
20171301,articulatedtruck
20171210,articulatedtruck
20174056,articulatedtruck
20171080,articulatedtruck
20173039,articulatedtruck
20172170,articulatedtruck
20173064,articulatedtruck
20171120,articulatedtruck
20171251,articulatedtruck
20171130,articulatedtruck
20171107,articulatedtruck
20173123,articulatedtruck
20173157,articulatedtruck
20171136,articulatedtruck
20171136,articulatedtruck
20172008,articulatedtruck
20171330,articulatedtruck
20165062,articulatedtruck
20165062,articulatedtruck
20165081,articulatedtruck
20161135,articulatedtruck
20165113,articulatedtruck
20167005,articulatedtruck
20161262,articulatedtruck
20164045,articulatedtruck
20161251,articulatedtruck
20164052,articulatedtruck
20161272,articulatedtruck
20161047,articulatedtruck
20161047,articulatedtruck
20167013,articulatedtruck
20167016,articulatedtruck
20167016,articulatedtruck
20161116,articulatedtruck
20161116,articulatedtruck
20164022,articulatedtruck
20161138,articulatedtruck
20168011,articulatedtruck
20161230,articulatedtruck
20161278,articulatedtruck
20161169,articulatedtruck
20161338,articulatedtruck
20164067,articulatedtruck
20165017,articulatedtruck
20165084,articulatedtruck
20161067,articulatedtruck
20161325,articulatedtruck
20161140,articulatedtruck
20161140,articulatedtruck
20166009,articulatedtruck
20166009,articulatedtruck
20164007,articulatedtruck
20164001,articulatedtruck
20164050,articulatedtruck
20161263,articulatedtruck
20166031,articulatedtruck
20166015,articulatedtruck
20166015,articulatedtruck
20161006,articulatedtruck
20164002,articulatedtruck
20161182,articulatedtruck
20161287,articulatedtruck
20161287,articulatedtruck
20164040,articulatedtruck
20164040,articulatedtruck
20161282,articulatedtruck
20161201,articulatedtruck
20164027,articulatedtruck
20165019,articulatedtruck
20161355,articulatedtruck
20167006,articulatedtruck
20165148,articulatedtruck
20165016,articulatedtruck
20165159,articulatedtruck
20161072,articulatedtruck
20154091,articulatedtruck
20152148,articulatedtruck
20151103,articulatedtruck
20151120,articulatedtruck
20155081,articulatedtruck
20151033,articulatedtruck
20154013,articulatedtruck
20154073,articulatedtruck
20155080,articulatedtruck
20151185,articulatedtruck
20151185,articulatedtruck
20155112,articulatedtruck
20152202,articulatedtruck
20155071,articulatedtruck
20151223,articulatedtruck
20152170,articulatedtruck
20151048,articulatedtruck
20151122,articulatedtruck
20152067,articulatedtruck
20152053,articulatedtruck
20152043,articulatedtruck
20155130,articulatedtruck
20151257,articulatedtruck
20151126,articulatedtruck
20151228,articulatedtruck
20154041,articulatedtruck
20154031,articulatedtruck
20156011,articulatedtruck
20151050,articulatedtruck
20154094,articulatedtruck
20151317,articulatedtruck
20151208,articulatedtruck
20151308,articulatedtruck
20155094,articulatedtruck
20154059,articulatedtruck
20154059,articulatedtruck
20152107,articulatedtruck
20152111,articulatedtruck
20151069,articulatedtruck
20158010,articulatedtruck
20156023,articulatedtruck
20156023,articulatedtruck
20151236,articulatedtruck
20155093,articulatedtruck
20151143,articulatedtruck
20152029,articulatedtruck
20152019,articulatedtruck
20152037,articulatedtruck
20151095,articulatedtruck
20154003,articulatedtruck
20152092,articulatedtruck
20155131,articulatedtruck
20151278,articulatedtruck
20152062,articulatedtruck
20152089,articulatedtruck
20151091,articulatedtruck
20151113,articulatedtruck
20151113,articulatedtruck
20152180,articulatedtruck
20151301,articulatedtruck
20151096,articulatedtruck
20154063,articulatedtruck
20155128,articulatedtruck
20151052,articulatedtruck
20151036,articulatedtruck
20155134,articulatedtruck
20152032,articulatedtruck
20152084,articulatedtruck
20151005,articulatedtruck
20151081,articulatedtruck
20151248,articulatedtruck
20151237,articulatedtruck
20152134,articulatedtruck
20152188,articulatedtruck
20154008,articulatedtruck
20151092,articulatedtruck
20151092,articulatedtruck
20154064,articulatedtruck
20152189,articulatedtruck
20154048,articulatedtruck
20154048,articulatedtruck
20154048,articulatedtruck
20155066,articulatedtruck
20152143,articulatedtruck
20151110,articulatedtruck
20145101,articulatedtruck
20145099,articulatedtruck
20144002,articulatedtruck
20144002,articulatedtruck
20145077,articulatedtruck
20145074,articulatedtruck
20144014,articulatedtruck
20145163,articulatedtruck
20146025,articulatedtruck
20146025,articulatedtruck
20144044,articulatedtruck
20144046,articulatedtruck
20145031,articulatedtruck
20144058,articulatedtruck
20144058,articulatedtruck
20144029,articulatedtruck
20144038,articulatedtruck
20144016,articulatedtruck
20144013,articulatedtruck
20144079,articulatedtruck
