person_id,crash_id,road_user,gender,age,age_group,load_ts
4200,20202013,Motorcycle rider,Male,62,40_to_64,2025-05-06T08:22:34
4201,20202097,Driver,Male,87,75_or_older,2025-05-06T08:22:34
4202,20203055,Driver,Male,50,40_to_64,2025-05-06T08:22:34
4203,20204008,Driver,Female,18,17_to_25,2025-05-06T08:22:34
4204,20205035,Passenger,Male,52,40_to_64,2025-05-06T08:22:34
4205,20202133,Pedestrian,Male,32,26_to_39,2025-05-06T08:22:34
4206,20205069,Motorcycle rider,Male,58,40_to_64,2025-05-06T08:22:34
4207,20204060,Driver,Male,68,65_to_74,2025-05-06T08:22:34
4208,20202134,Driver,Female,75,75_or_older,2025-05-06T08:22:34
4209,20203172,Driver,Male,64,40_to_64,2025-05-06T08:22:34
4210,20202044,Driver,Male,29,26_to_39,2025-05-06T08:22:34
4211,20201237,Motorcycle rider,Male,20,17_to_25,2025-05-06T08:22:34
4212,20201011,Pedestrian,Male,57,40_to_64,2025-05-06T08:22:34
4213,20203014,Driver,Male,39,26_to_39,2025-05-06T08:22:34
4214,20203014,Driver,Male,61,40_to_64,2025-05-06T08:22:34
4215,20201209,Passenger,Female,94,75_or_older,2025-05-06T08:22:34
4216,20205040,Driver,Male,25,17_to_25,2025-05-06T08:22:34
4217,20204010,Driver,Female,59,40_to_64,2025-05-06T08:22:34
4218,20203083,Driver,Male,40,40_to_64,2025-05-06T08:22:34
4219,20205092,Driver,Male,18,17_to_25,2025-05-06T08:22:34
4220,20203053,Motorcycle rider,Male,45,40_to_64,2025-05-06T08:22:34
4221,20202053,Driver,Male,43,40_to_64,2025-05-06T08:22:34
4222,20203220,Driver,Male,56,40_to_64,2025-05-06T08:22:34
4223,20203223,Driver,Female,29,26_to_39,2025-05-06T08:22:34
4224,20206032,Driver,Male,48,40_to_64,2025-05-06T08:22:34
4225,20206032,Passenger,Female,15,0_to_16,2025-05-06T08:22:34
4226,20206032,Passenger,Female,71,65_to_74,2025-05-06T08:22:34
4227,20205048,Driver,Male,25,17_to_25,2025-05-06T08:22:34
4228,20202082,Driver,Male,52,40_to_64,2025-05-06T08:22:34
4229,20202143,Driver,Female,33,26_to_39,2025-05-06T08:22:34
4230,20202143,Passenger,Male,8,0_to_16,2025-05-06T08:22:34
4231,20203193,Motorcycle rider,Male,39,26_to_39,2025-05-06T08:22:34
4232,20201045,Passenger,Female,37,26_to_39,2025-05-06T08:22:34
4233,20201106,Driver,Female,29,26_to_39,2025-05-06T08:22:34
4234,20207003,Pedestrian,Male,37,26_to_39,2025-05-06T08:22:34
4235,20203179,Motorcycle rider,Male,40,40_to_64,2025-05-06T08:22:34
4236,20204012,Driver,Male,30,26_to_39,2025-05-06T08:22:34
4237,20203205,Driver,Female,39,26_to_39,2025-05-06T08:22:34
4238,20203068,Driver,Male,23,17_to_25,2025-05-06T08:22:34
4239,20202037,Driver,Male,72,65_to_74,2025-05-06T08:22:34
4240,20202037,Passenger,Female,69,65_to_74,2025-05-06T08:22:34
4241,20202071,Driver,Male,19,17_to_25,2025-05-06T08:22:34
4242,20204066,Motorcycle rider,Male,19,17_to_25,2025-05-06T08:22:34
4243,20202092,Driver,Male,28,26_to_39,2025-05-06T08:22:34
4244,20203084,Passenger,Male,16,0_to_16,2025-05-06T08:22:34
4245,20202087,Driver,Male,25,17_to_25,2025-05-06T08:22:34
4246,20201121,Pedestrian,Male,39,26_to_39,2025-05-06T08:22:34
4247,20201170,Driver,Male,25,17_to_25,2025-05-06T08:22:34
4248,20205017,Pedestrian,Male,52,40_to_64,2025-05-06T08:22:34
4249,20205017,Pedestrian,Male,25,17_to_25,2025-05-06T08:22:34
4250,20205017,Pedestrian,Female,19,17_to_25,2025-05-06T08:22:34
4251,20203074,Motorcycle rider,Male,47,40_to_64,2025-05-06T08:22:34
4252,20202163,Motorcycle rider,Male,40,40_to_64,2025-05-06T08:22:34
4253,20207008,Driver,Female,24,17_to_25,2025-05-06T08:22:34
4254,20201078,Motorcycle rider,Male,31,26_to_39,2025-05-06T08:22:34
4255,20201232,Driver,Male,17,17_to_25,2025-05-06T08:22:34
4256,20203052,Motorcycle pillion passenger,Female,27,26_to_39,2025-05-06T08:22:34
4257,20202118,Driver,Female,52,40_to_64,2025-05-06T08:22:34
4258,20204021,Pedestrian,Female,37,26_to_39,2025-05-06T08:22:34
4259,20205136,Driver,Male,59,40_to_64,2025-05-06T08:22:34
4260,20202102,Driver,Female,36,26_to_39,2025-05-06T08:22:34
4261,20206022,Passenger,Female,52,40_to_64,2025-05-06T08:22:34
4262,20203047,Motorcycle rider,Male,38,26_to_39,2025-05-06T08:22:34
4263,20203002,Driver,Male,29,26_to_39,2025-05-06T08:22:34
4264,20202098,Motorcycle rider,Male,36,26_to_39,2025-05-06T08:22:34
4265,20205135,Driver,Male,48,40_to_64,2025-05-06T08:22:34
4266,20203012,Pedestrian,Female,32,26_to_39,2025-05-06T08:22:34
4267,20205029,Driver,Male,41,40_to_64,2025-05-06T08:22:34
4268,20205112,Driver,Male,60,40_to_64,2025-05-06T08:22:34
4269,20202187,Pedestrian,Male,73,65_to_74,2025-05-06T08:22:34
4270,20201236,Motorcycle rider,Male,32,26_to_39,2025-05-06T08:22:34
4271,20205101,Motorcycle rider,Male,62,40_to_64,2025-05-06T08:22:34
4272,20203244,Motorcycle rider,Male,34,26_to_39,2025-05-06T08:22:34
4273,20203191,Pedestrian,Male,59,40_to_64,2025-05-06T08:22:34
4274,20203098,Driver,Female,39,26_to_39,2025-05-06T08:22:34
4275,20203017,Passenger,Female,90,75_or_older,2025-05-06T08:22:34
4276,20203162,Passenger,Female,53,40_to_64,2025-05-06T08:22:34
4277,20202056,Passenger,Female,48,40_to_64,2025-05-06T08:22:34
4278,20205054,Passenger,Female,1,0_to_16,2025-05-06T08:22:34
4279,20204065,Driver,Male,22,17_to_25,2025-05-06T08:22:34
4280,20201037,Motorcycle rider,Male,52,40_to_64,2025-05-06T08:22:34
4281,20203113,Driver,Female,32,26_to_39,2025-05-06T08:22:34
4282,20203048,Driver,Male,75,75_or_older,2025-05-06T08:22:34
4283,20202009,Driver,Male,73,65_to_74,2025-05-06T08:22:34
4284,20205051,Motorcycle rider,Male,35,26_to_39,2025-05-06T08:22:34
4285,20201196,Driver,Male,38,26_to_39,2025-05-06T08:22:34
4286,20201032,Driver,Male,56,40_to_64,2025-05-06T08:22:34
4287,20203143,Driver,Male,25,17_to_25,2025-05-06T08:22:34
4288,20201145,Driver,Male,23,17_to_25,2025-05-06T08:22:34
4289,20207004,Motorcycle rider,Male,47,40_to_64,2025-05-06T08:22:34
4290,20202094,Driver,Male,25,17_to_25,2025-05-06T08:22:34
4291,20203156,Driver,Male,22,17_to_25,2025-05-06T08:22:34
4292,20204061,Driver,Male,59,40_to_64,2025-05-06T08:22:34
4293,20201173,Driver,Male,35,26_to_39,2025-05-06T08:22:34
4294,20204030,Passenger,Female,35,26_to_39,2025-05-06T08:22:34
4295,20201242,Pedestrian,Male,92,75_or_older,2025-05-06T08:22:34
4296,20201217,Motorcycle rider,Male,18,17_to_25,2025-05-06T08:22:34
4297,20205004,Pedal cyclist,Male,54,40_to_64,2025-05-06T08:22:34
4298,20206025,Driver,Male,59,40_to_64,2025-05-06T08:22:34
4299,20203177,Driver,Female,43,40_to_64,2025-05-06T08:22:34
4300,20205100,Driver,Male,17,17_to_25,2025-05-06T08:22:34
4301,20204013,Driver,Male,80,75_or_older,2025-05-06T08:22:34
4302,20202062,Driver,Male,50,40_to_64,2025-05-06T08:22:34
4303,20202180,Driver,Male,21,17_to_25,2025-05-06T08:22:34
4304,20201247,Driver,Male,18,17_to_25,2025-05-06T08:22:34
4305,20203072,Driver,Male,28,26_to_39,2025-05-06T08:22:34
4306,20203131,Motorcycle rider,Male,63,40_to_64,2025-05-06T08:22:34
4307,20205049,Driver,Male,65,65_to_74,2025-05-06T08:22:34
4308,20202190,Pedestrian,Male,59,40_to_64,2025-05-06T08:22:34
4309,20203036,Driver,Female,79,75_or_older,2025-05-06T08:22:34
4310,20203076,Passenger,Female,59,40_to_64,2025-05-06T08:22:34
4311,20201182,Motorcycle rider,Male,64,40_to_64,2025-05-06T08:22:34
4312,20205102,Driver,Male,27,26_to_39,2025-05-06T08:22:34
4313,20205119,Driver,Male,31,26_to_39,2025-05-06T08:22:34
4314,20202058,Motorcycle rider,Male,25,17_to_25,2025-05-06T08:22:34
4315,20201263,Motorcycle rider,Male,41,40_to_64,2025-05-06T08:22:34
4316,20202123,Driver,Male,78,75_or_older,2025-05-06T08:22:34
4317,20206030,Driver,Female,83,75_or_older,2025-05-06T08:22:34
4318,20203071,Driver,Male,21,17_to_25,2025-05-06T08:22:34
4319,20205089,Passenger,Male,29,26_to_39,2025-05-06T08:22:34
4320,20201114,Driver,Male,68,65_to_74,2025-05-06T08:22:34
4321,20201143,Driver,Female,69,65_to_74,2025-05-06T08:22:34
4322,20203239,Motorcycle rider,Male,29,26_to_39,2025-05-06T08:22:34
4323,20205020,Driver,Male,66,65_to_74,2025-05-06T08:22:34
4324,20203032,Driver,Male,31,26_to_39,2025-05-06T08:22:34
4325,20203117,Driver,Male,25,17_to_25,2025-05-06T08:22:34
4326,20202079,Driver,Female,60,40_to_64,2025-05-06T08:22:34
4327,20201112,Driver,Male,58,40_to_64,2025-05-06T08:22:34
4328,20202170,Passenger,Male,16,0_to_16,2025-05-06T08:22:34
4329,20202080,Driver,Female,53,40_to_64,2025-05-06T08:22:34
4330,20205041,Motorcycle rider,Male,58,40_to_64,2025-05-06T08:22:34
4331,20201119,Motorcycle rider,Female,52,40_to_64,2025-05-06T08:22:34
4332,20204048,Driver,Male,75,75_or_older,2025-05-06T08:22:34
4333,20201038,Driver,Male,84,75_or_older,2025-05-06T08:22:34
4334,20201008,Driver,Female,83,75_or_older,2025-05-06T08:22:34
4335,20203238,Driver,Male,76,75_or_older,2025-05-06T08:22:34
4336,20201154,Pedestrian,Male,55,40_to_64,2025-05-06T08:22:34
4337,20201090,Driver,Female,31,26_to_39,2025-05-06T08:22:34
4338,20203129,Driver,Male,50,40_to_64,2025-05-06T08:22:34
4339,20201164,Driver,Male,32,26_to_39,2025-05-06T08:22:34
4340,20201132,Driver,Male,17,17_to_25,2025-05-06T08:22:34
4341,20201155,Driver,Female,22,17_to_25,2025-05-06T08:22:34
4342,20201153,Pedestrian,Male,26,26_to_39,2025-05-06T08:22:34
4343,20201262,Motorcycle rider,Male,70,65_to_74,2025-05-06T08:22:34
4344,20202060,Driver,Male,21,17_to_25,2025-05-06T08:22:34
4345,20201144,Motorcycle rider,Male,52,40_to_64,2025-05-06T08:22:34
4346,20203175,Driver,Female,72,65_to_74,2025-05-06T08:22:34
4347,20201255,Driver,Female,72,65_to_74,2025-05-06T08:22:34
4348,20201255,Passenger,Female,4,0_to_16,2025-05-06T08:22:34
4349,20203214,Driver,Male,30,26_to_39,2025-05-06T08:22:34
4350,20205124,Driver,Female,67,65_to_74,2025-05-06T08:22:34
4351,20202096,Driver,Female,64,40_to_64,2025-05-06T08:22:34
4352,20201025,Motorcycle rider,Male,28,26_to_39,2025-05-06T08:22:34
4353,20202132,Passenger,Male,21,17_to_25,2025-05-06T08:22:34
4354,20203040,Driver,Male,22,17_to_25,2025-05-06T08:22:34
4355,20203040,Driver,Male,50,40_to_64,2025-05-06T08:22:34
4356,20203119,Driver,Male,57,40_to_64,2025-05-06T08:22:34
4357,20202070,Driver,Male,21,17_to_25,2025-05-06T08:22:34
4358,20202070,Driver,Male,27,26_to_39,2025-05-06T08:22:34
4359,20201081,Motorcycle rider,Female,27,26_to_39,2025-05-06T08:22:34
4360,20203190,Driver,Male,25,17_to_25,2025-05-06T08:22:34
4361,20203114,Driver,Male,62,40_to_64,2025-05-06T08:22:34
4362,20203173,Driver,Male,18,17_to_25,2025-05-06T08:22:34
4363,20202166,Driver,Male,20,17_to_25,2025-05-06T08:22:34
4364,20203226,Driver,Male,52,40_to_64,2025-05-06T08:22:34
4365,20208006,Passenger,Male,30,26_to_39,2025-05-06T08:22:34
4366,20203111,Passenger,Female,70,65_to_74,2025-05-06T08:22:34
4367,20203111,Driver,Male,56,40_to_64,2025-05-06T08:22:34
4368,20203111,Driver,Male,72,65_to_74,2025-05-06T08:22:34
4369,20205039,Driver,Male,33,26_to_39,2025-05-06T08:22:34
4370,20205039,Passenger,Male,33,26_to_39,2025-05-06T08:22:34
4371,20205045,Motorcycle rider,Male,53,40_to_64,2025-05-06T08:22:34
4372,20203130,Passenger,Female,23,17_to_25,2025-05-06T08:22:34
4373,20203010,Driver,Female,28,26_to_39,2025-05-06T08:22:34
4374,20205109,Motorcycle rider,Male,43,40_to_64,2025-05-06T08:22:34
4375,20204067,Driver,Female,21,17_to_25,2025-05-06T08:22:34
4376,20201251,Driver,Male,23,17_to_25,2025-05-06T08:22:34
4377,20201251,Passenger,Male,22,17_to_25,2025-05-06T08:22:34
4378,20201091,Driver,Male,38,26_to_39,2025-05-06T08:22:34
4379,20201064,Motorcycle rider,Male,36,26_to_39,2025-05-06T08:22:34
4380,20203211,Driver,Male,45,40_to_64,2025-05-06T08:22:34
4381,20201200,Driver,Male,57,40_to_64,2025-05-06T08:22:34
4382,20203139,Driver,Male,31,26_to_39,2025-05-06T08:22:34
4383,20203250,Driver,Female,45,40_to_64,2025-05-06T08:22:34
4384,20208001,Driver,Male,40,40_to_64,2025-05-06T08:22:34
4385,20203148,Motorcycle rider,Male,45,40_to_64,2025-05-06T08:22:34
4386,20201249,Passenger,Female,97,75_or_older,2025-05-06T08:22:34
4387,20202172,Driver,Male,71,65_to_74,2025-05-06T08:22:34
4388,20201151,Driver,Male,84,75_or_older,2025-05-06T08:22:34
4389,20202020,Pedal cyclist,Female,20,17_to_25,2025-05-06T08:22:34
4390,20201226,Motorcycle rider,Male,43,40_to_64,2025-05-06T08:22:34
4391,20205028,Pedestrian,Female,37,26_to_39,2025-05-06T08:22:34
4392,20201133,Motorcycle rider,Male,45,40_to_64,2025-05-06T08:22:34
4393,20202147,Driver,Male,46,40_to_64,2025-05-06T08:22:34
4394,20204035,Motorcycle rider,Male,31,26_to_39,2025-05-06T08:22:34
4395,20201072,Driver,Female,39,26_to_39,2025-05-06T08:22:34
4396,20203089,Driver,Male,38,26_to_39,2025-05-06T08:22:34
4397,20202151,Pedestrian,Male,1,0_to_16,2025-05-06T08:22:34
4398,20201231,Driver,Male,31,26_to_39,2025-05-06T08:22:34
4399,20202168,Driver,Male,61,40_to_64,2025-05-06T08:22:34
4400,20201023,Driver,Female,26,26_to_39,2025-05-06T08:22:34
4401,20201070,Motorcycle rider,Male,24,17_to_25,2025-05-06T08:22:34
4402,20201095,Driver,Male,51,40_to_64,2025-05-06T08:22:34
4403,20205129,Driver,Male,42,40_to_64,2025-05-06T08:22:34
4404,20205118,Driver,Female,84,75_or_older,2025-05-06T08:22:34
4405,20205009,Driver,Female,32,26_to_39,2025-05-06T08:22:34
4406,20203235,Pedal cyclist,Male,14,0_to_16,2025-05-06T08:22:34
4407,20202111,Passenger,Female,85,75_or_older,2025-05-06T08:22:34
4408,20204071,Driver,Female,70,65_to_74,2025-05-06T08:22:34
4409,20204071,Passenger,Female,84,75_or_older,2025-05-06T08:22:34
4410,20204019,Motorcycle rider,Male,24,17_to_25,2025-05-06T08:22:34
4411,20205116,Driver,Male,51,40_to_64,2025-05-06T08:22:34
4412,20201158,Driver,Male,27,26_to_39,2025-05-06T08:22:34
4413,20201034,Pedestrian,Male,31,26_to_39,2025-05-06T08:22:34
4414,20202025,Pedal cyclist,Female,41,40_to_64,2025-05-06T08:22:34
4415,20201035,Driver,Male,33,26_to_39,2025-05-06T08:22:34
4416,20201207,Pedestrian,Male,60,40_to_64,2025-05-06T08:22:34
4417,20201229,Driver,Male,43,40_to_64,2025-05-06T08:22:34
4418,20201104,Driver,Male,26,26_to_39,2025-05-06T08:22:34
4419,20203199,Passenger,Female,17,17_to_25,2025-05-06T08:22:34
4420,20203124,Pedestrian,Male,48,40_to_64,2025-05-06T08:22:34
4421,20201213,Driver,Male,20,17_to_25,2025-05-06T08:22:34
4422,20201189,Passenger,Male,19,17_to_25,2025-05-06T08:22:34
4423,20203153,Pedestrian,Male,39,26_to_39,2025-05-06T08:22:34
4424,20201088,Driver,Male,65,65_to_74,2025-05-06T08:22:34
4425,20202157,Pedal cyclist,Male,54,40_to_64,2025-05-06T08:22:34
4426,20201092,Driver,Male,57,40_to_64,2025-05-06T08:22:34
4427,20203057,Driver,Female,51,40_to_64,2025-05-06T08:22:34
4428,20206014,Driver,Female,50,40_to_64,2025-05-06T08:22:34
4429,20203212,Motorcycle rider,Male,49,40_to_64,2025-05-06T08:22:34
4430,20202128,Pedestrian,Female,1,0_to_16,2025-05-06T08:22:34
4431,20202156,Motorcycle rider,Male,50,40_to_64,2025-05-06T08:22:34
4432,20202032,Motorcycle rider,Male,48,40_to_64,2025-05-06T08:22:34
4433,20202177,Pedestrian,Female,83,75_or_older,2025-05-06T08:22:34
4434,20206012,Passenger,Female,81,75_or_older,2025-05-06T08:22:34
4435,20206012,Driver,Male,82,75_or_older,2025-05-06T08:22:34
4436,20202015,Driver,Male,28,26_to_39,2025-05-06T08:22:34
4437,20201003,Driver,Male,84,75_or_older,2025-05-06T08:22:34
4438,20207024,Driver,Male,18,17_to_25,2025-05-06T08:22:34
4439,20207024,Passenger,Male,52,40_to_64,2025-05-06T08:22:34
4440,20201066,Passenger,Male,51,40_to_64,2025-05-06T08:22:34
4441,20201066,Driver,Male,52,40_to_64,2025-05-06T08:22:34
4442,20203194,Pedestrian,Male,35,26_to_39,2025-05-06T08:22:34
4443,20207002,Passenger,Female,39,26_to_39,2025-05-06T08:22:34
4444,20206028,Motorcycle rider,Male,28,26_to_39,2025-05-06T08:22:34
4445,20203142,Passenger,Male,18,17_to_25,2025-05-06T08:22:34
4446,20203064,Pedestrian,Female,1,0_to_16,2025-05-06T08:22:34
4447,20203106,Motorcycle rider,Male,49,40_to_64,2025-05-06T08:22:34
4448,20203184,Pedal cyclist,Female,55,40_to_64,2025-05-06T08:22:34
4449,20203206,Motorcycle rider,Male,71,65_to_74,2025-05-06T08:22:34
4450,20205002,Motorcycle rider,Male,51,40_to_64,2025-05-06T08:22:34
4451,20202065,Driver,Male,28,26_to_39,2025-05-06T08:22:34
4452,20203188,Motorcycle rider,Male,32,26_to_39,2025-05-06T08:22:34
4453,20205098,Driver,Male,58,40_to_64,2025-05-06T08:22:34
4454,20201162,Driver,Female,75,75_or_older,2025-05-06T08:22:34
4455,20201162,Passenger,Male,78,75_or_older,2025-05-06T08:22:34
4456,20207001,Passenger,Female,7,0_to_16,2025-05-06T08:22:34
4457,20203030,Driver,Male,21,17_to_25,2025-05-06T08:22:34
4458,20203030,Passenger,Female,17,17_to_25,2025-05-06T08:22:34
4459,20203030,Passenger,Male,21,17_to_25,2025-05-06T08:22:34
4460,20202099,Pedestrian,Male,61,40_to_64,2025-05-06T08:22:34
4461,20202035,Pedestrian,Male,20,17_to_25,2025-05-06T08:22:34
4462,20202090,Driver,Male,27,26_to_39,2025-05-06T08:22:34
4463,20201239,Driver,Female,35,26_to_39,2025-05-06T08:22:34
4464,20206018,Driver,Male,42,40_to_64,2025-05-06T08:22:34
4465,20206018,Passenger,Female,2,0_to_16,2025-05-06T08:22:34
4466,20203123,Driver,Male,50,40_to_64,2025-05-06T08:22:34
4467,20205027,Driver,Male,26,26_to_39,2025-05-06T08:22:34
4468,20205074,Driver,Male,75,75_or_older,2025-05-06T08:22:34
4469,20201126,Pedestrian,Female,77,75_or_older,2025-05-06T08:22:34
4470,20203132,Driver,Male,21,17_to_25,2025-05-06T08:22:34
4471,20205130,Motorcycle rider,Male,40,40_to_64,2025-05-06T08:22:34
4472,20207028,Driver,Male,34,26_to_39,2025-05-06T08:22:34
4473,20202106,Driver,Male,31,26_to_39,2025-05-06T08:22:34
4474,20201241,Driver,Female,69,65_to_74,2025-05-06T08:22:34
4475,20203236,Driver,Female,72,65_to_74,2025-05-06T08:22:34
4476,20205111,Passenger,Female,58,40_to_64,2025-05-06T08:22:34
4477,20202075,Passenger,Female,23,17_to_25,2025-05-06T08:22:34
4478,20203234,Passenger,Female,17,17_to_25,2025-05-06T08:22:34
4479,20204037,Pedestrian,Female,27,26_to_39,2025-05-06T08:22:34
4480,20203033,Passenger,Female,49,40_to_64,2025-05-06T08:22:34
4481,20201044,Driver,Male,50,40_to_64,2025-05-06T08:22:34
4482,20203094,Passenger,Male,9,0_to_16,2025-05-06T08:22:34
4483,20203094,Driver,Female,48,40_to_64,2025-05-06T08:22:34
4484,20205015,Driver,Male,35,26_to_39,2025-05-06T08:22:34
4485,20205015,Passenger,Female,32,26_to_39,2025-05-06T08:22:34
4486,20201204,Motorcycle rider,Male,78,75_or_older,2025-05-06T08:22:34
4487,20203157,Passenger,Female,87,75_or_older,2025-05-06T08:22:34
4488,20201187,Passenger,Male,80,75_or_older,2025-05-06T08:22:34
4489,20201187,Driver,Female,77,75_or_older,2025-05-06T08:22:34
4490,20203135,Driver,Male,29,26_to_39,2025-05-06T08:22:34
4491,20201137,Driver,Male,32,26_to_39,2025-05-06T08:22:34
4492,20204082,Driver,Male,27,26_to_39,2025-05-06T08:22:34
4493,20201056,Driver,Male,45,40_to_64,2025-05-06T08:22:34
4494,20203171,Driver,Female,51,40_to_64,2025-05-06T08:22:34
4495,20202145,Motorcycle rider,Male,60,40_to_64,2025-05-06T08:22:34
4496,20201140,Driver,Female,73,65_to_74,2025-05-06T08:22:34
4497,20203198,Driver,Female,74,65_to_74,2025-05-06T08:22:34
4498,20201138,Pedestrian,Female,8,0_to_16,2025-05-06T08:22:34
4499,20201007,Motorcycle rider,Male,40,40_to_64,2025-05-06T08:22:34
4500,20203043,Driver,Male,18,17_to_25,2025-05-06T08:22:34
4501,20201016,Driver,Male,35,26_to_39,2025-05-06T08:22:34
4502,20204036,Driver,Female,31,26_to_39,2025-05-06T08:22:34
4503,20202069,Driver,Male,81,75_or_older,2025-05-06T08:22:34
4504,20207019,Driver,Female,48,40_to_64,2025-05-06T08:22:34
4505,20205050,Pedestrian,Female,27,26_to_39,2025-05-06T08:22:34
4506,20202176,Passenger,Male,36,26_to_39,2025-05-06T08:22:34
4507,20202176,Driver,Male,27,26_to_39,2025-05-06T08:22:34
4508,20207011,Passenger,Female,38,26_to_39,2025-05-06T08:22:34
4509,20205072,Driver,Male,22,17_to_25,2025-05-06T08:22:34
4510,20203029,Driver,Male,18,17_to_25,2025-05-06T08:22:34
4511,20205093,Driver,Female,21,17_to_25,2025-05-06T08:22:34
4512,20202023,Passenger,Male,35,26_to_39,2025-05-06T08:22:34
4513,20203093,Driver,Male,38,26_to_39,2025-05-06T08:22:34
4514,20208003,Passenger,Female,71,65_to_74,2025-05-06T08:22:34
4515,20201159,Driver,Male,54,40_to_64,2025-05-06T08:22:34
4516,20201063,Driver,Male,90,75_or_older,2025-05-06T08:22:34
4517,20201087,Pedestrian,Male,79,75_or_older,2025-05-06T08:22:34
4518,20203018,Pedestrian,Male,63,40_to_64,2025-05-06T08:22:34
4519,20206020,Driver,Female,28,26_to_39,2025-05-06T08:22:34
4520,20205031,Passenger,Male,63,40_to_64,2025-05-06T08:22:34
4521,20202091,Motorcycle rider,Male,24,17_to_25,2025-05-06T08:22:34
4522,20202159,Driver,Male,33,26_to_39,2025-05-06T08:22:34
4523,20203005,Driver,Male,40,40_to_64,2025-05-06T08:22:34
4524,20203042,Motorcycle rider,Male,62,40_to_64,2025-05-06T08:22:34
4525,20203209,Driver,Female,22,17_to_25,2025-05-06T08:22:34
4526,20203209,Passenger,Female,20,17_to_25,2025-05-06T08:22:34
4527,20203209,Passenger,Male,20,17_to_25,2025-05-06T08:22:34
4528,20203209,Passenger,Female,21,17_to_25,2025-05-06T08:22:34
4529,20205117,Motorcycle rider,Male,66,65_to_74,2025-05-06T08:22:34
4530,20203109,Motorcycle pillion passenger,Male,21,17_to_25,2025-05-06T08:22:34
4531,20201102,Passenger,Male,14,0_to_16,2025-05-06T08:22:34
4532,20201102,Passenger,Male,25,17_to_25,2025-05-06T08:22:34
4533,20205025,Driver,Male,76,75_or_older,2025-05-06T08:22:34
4534,20201195,Driver,Male,72,65_to_74,2025-05-06T08:22:34
4535,20204069,Driver,Male,87,75_or_older,2025-05-06T08:22:34
4536,20201224,Driver,Male,30,26_to_39,2025-05-06T08:22:34
4537,20201084,Passenger,Male,17,17_to_25,2025-05-06T08:22:34
4538,20201198,Driver,Male,33,26_to_39,2025-05-06T08:22:34
4539,20203107,Driver,Male,29,26_to_39,2025-05-06T08:22:34
4540,20201040,Motorcycle pillion passenger,Female,41,40_to_64,2025-05-06T08:22:34
4541,20204039,Driver,Male,88,75_or_older,2025-05-06T08:22:34
4542,20201240,Motorcycle rider,Male,59,40_to_64,2025-05-06T08:22:34
4543,20204063,Driver,Male,21,17_to_25,2025-05-06T08:22:34
4544,20204022,Driver,Male,42,40_to_64,2025-05-06T08:22:34
4545,20203245,Pedestrian,Male,38,26_to_39,2025-05-06T08:22:34
4546,20203035,Motorcycle rider,Male,63,40_to_64,2025-05-06T08:22:34
4547,20203001,Passenger,Male,16,0_to_16,2025-05-06T08:22:34
4548,20205056,Driver,Female,26,26_to_39,2025-05-06T08:22:34
4549,20202050,Motorcycle rider,Male,33,26_to_39,2025-05-06T08:22:34
4550,20202116,Motorcycle rider,Male,52,40_to_64,2025-05-06T08:22:34
4551,20202122,Driver,Male,30,26_to_39,2025-05-06T08:22:34
4552,20202101,Driver,Male,49,40_to_64,2025-05-06T08:22:34
4553,20203056,Driver,Male,83,75_or_older,2025-05-06T08:22:34
4554,20203210,Driver,Male,36,26_to_39,2025-05-06T08:22:34
4555,20202014,Driver,Male,66,65_to_74,2025-05-06T08:22:34
4556,20203243,Driver,Female,58,40_to_64,2025-05-06T08:22:34
4557,20201080,Pedestrian,Male,36,26_to_39,2025-05-06T08:22:34
4558,20201120,Driver,Male,47,40_to_64,2025-05-06T08:22:34
4559,20205133,Driver,Male,30,26_to_39,2025-05-06T08:22:34
4560,20203046,Pedal cyclist,Male,42,40_to_64,2025-05-06T08:22:34
4561,20201130,Driver,Male,28,26_to_39,2025-05-06T08:22:34
4562,20204076,Driver,Male,60,40_to_64,2025-05-06T08:22:34
4563,20201211,Driver,Female,17,17_to_25,2025-05-06T08:22:34
4564,20203225,Driver,Female,69,65_to_74,2025-05-06T08:22:34
4565,20206015,Driver,Female,41,40_to_64,2025-05-06T08:22:34
4566,20203122,Driver,Male,59,40_to_64,2025-05-06T08:22:34
4567,20202076,Pedestrian,Male,31,26_to_39,2025-05-06T08:22:34
4568,20201135,Driver,Male,21,17_to_25,2025-05-06T08:22:34
4569,20203081,Driver,Male,32,26_to_39,2025-05-06T08:22:34
4570,20205081,Driver,Male,44,40_to_64,2025-05-06T08:22:34
4571,20205032,Pedal cyclist,Male,8,0_to_16,2025-05-06T08:22:34
4572,20204075,Motorcycle rider,Male,18,17_to_25,2025-05-06T08:22:34
4573,20207025,Passenger,Female,21,17_to_25,2025-05-06T08:22:34
4574,20204085,Passenger,Female,2,0_to_16,2025-05-06T08:22:34
4575,20204034,Passenger,Male,19,17_to_25,2025-05-06T08:22:34
4576,20201163,Driver,Male,72,65_to_74,2025-05-06T08:22:34
4577,20205033,Driver,Male,66,65_to_74,2025-05-06T08:22:34
4578,20201172,Driver,Female,24,17_to_25,2025-05-06T08:22:34
4579,20201181,Pedestrian,Female,14,0_to_16,2025-05-06T08:22:34
4580,20204017,Driver,Male,47,40_to_64,2025-05-06T08:22:34
4581,20203241,Pedestrian,Female,33,26_to_39,2025-05-06T08:22:34
4582,20202154,Driver,Male,18,17_to_25,2025-05-06T08:22:34
