person_id,crash_id,road_user,gender,age,age_group,load_ts
1,20241115,Driver,Male,74,65_to_74,2025-05-06T08:22:34
2,20241125,Driver,Female,19,17_to_25,2025-05-06T08:22:34
3,20246013,Driver,Female,33,26_to_39,2025-05-06T08:22:34
4,20241002,Driver,Female,32,26_to_39,2025-05-06T08:22:34
5,20243185,Passenger,Female,61,40_to_64,2025-05-06T08:22:34
6,20244016,Motorcycle rider,Male,47,40_to_64,2025-05-06T08:22:34
7,20243168,Passenger,Female,29,26_to_39,2025-05-06T08:22:34
8,20246003,Motorcycle rider,Male,19,17_to_25,2025-05-06T08:22:34
9,20246001,Driver,Female,55,40_to_64,2025-05-06T08:22:34
10,20244081,Driver,Female,45,40_to_64,2025-05-06T08:22:34
11,20241087,Pedestrian,Male,50,40_to_64,2025-05-06T08:22:34
12,20241054,Driver,Male,45,40_to_64,2025-05-06T08:22:34
13,20244042,Driver,Male,61,40_to_64,2025-05-06T08:22:34
14,20243246,Pedestrian,Male,74,65_to_74,2025-05-06T08:22:34
15,20241101,Driver,Male,25,17_to_25,2025-05-06T08:22:34
16,20241216,Pedestrian,Male,4,0_to_16,2025-05-06T08:22:34
17,20241300,Driver,Male,27,26_to_39,2025-05-06T08:22:34
18,20243007,Driver,Male,66,65_to_74,2025-05-06T08:22:34
19,20241278,Driver,Male,27,26_to_39,2025-05-06T08:22:34
20,20241149,Pedestrian,Female,65,65_to_74,2025-05-06T08:22:34
21,20241068,Driver,Male,32,26_to_39,2025-05-06T08:22:34
22,20243273,Driver,Male,25,17_to_25,2025-05-06T08:22:34
23,20244020,Motorcycle rider,Male,69,65_to_74,2025-05-06T08:22:34
24,20244055,Driver,Female,59,40_to_64,2025-05-06T08:22:34
25,20244055,Passenger,Female,68,65_to_74,2025-05-06T08:22:34
26,20241094,Motorcycle rider,Male,69,65_to_74,2025-05-06T08:22:34
27,20243160,Passenger,Female,68,65_to_74,2025-05-06T08:22:34
28,20243160,Driver,Male,76,75_or_older,2025-05-06T08:22:34
29,20243209,Motorcycle rider,Male,35,26_to_39,2025-05-06T08:22:34
30,20244001,Motorcycle rider,Male,55,40_to_64,2025-05-06T08:22:34
31,20243243,Motorcycle rider,Male,63,40_to_64,2025-05-06T08:22:34
32,20246016,Passenger,Female,66,65_to_74,2025-05-06T08:22:34
33,20241119,Pedal cyclist,Male,61,40_to_64,2025-05-06T08:22:34
34,20241119,Driver,Female,30,26_to_39,2025-05-06T08:22:34
35,20241169,Driver,Male,34,26_to_39,2025-05-06T08:22:34
36,20241291,Driver,Male,26,26_to_39,2025-05-06T08:22:34
37,20243036,Motorcycle rider,Male,46,40_to_64,2025-05-06T08:22:34
38,20244026,Pedestrian,Female,50,40_to_64,2025-05-06T08:22:34
39,20241077,Pedestrian,Female,85,75_or_older,2025-05-06T08:22:34
40,20241028,Driver,Female,92,75_or_older,2025-05-06T08:22:34
41,20241022,Driver,Male,76,75_or_older,2025-05-06T08:22:34
42,20243015,Motorcycle rider,Male,60,40_to_64,2025-05-06T08:22:34
43,20244023,Driver,Female,74,65_to_74,2025-05-06T08:22:34
44,20241098,Motorcycle rider,Male,26,26_to_39,2025-05-06T08:22:34
45,20243114,Driver,Female,60,40_to_64,2025-05-06T08:22:34
46,20243114,Passenger,Female,59,40_to_64,2025-05-06T08:22:34
47,20241040,Motorcycle rider,Male,45,40_to_64,2025-05-06T08:22:34
48,20241174,Driver,Female,90,75_or_older,2025-05-06T08:22:34
49,20241088,Driver,Male,32,26_to_39,2025-05-06T08:22:34
50,20241255,Driver,Male,49,40_to_64,2025-05-06T08:22:34
51,20241053,Driver,Male,21,17_to_25,2025-05-06T08:22:34
52,20241053,Passenger,Male,21,17_to_25,2025-05-06T08:22:34
53,20243046,Driver,Male,16,0_to_16,2025-05-06T08:22:34
54,20243046,Passenger,Female,22,17_to_25,2025-05-06T08:22:34
55,20241080,Driver,Female,21,17_to_25,2025-05-06T08:22:34
56,20243044,Passenger,Male,23,17_to_25,2025-05-06T08:22:34
57,20241274,Passenger,Female,80,75_or_older,2025-05-06T08:22:34
58,20243176,Passenger,Male,23,17_to_25,2025-05-06T08:22:34
59,20241181,Pedestrian,Female,64,40_to_64,2025-05-06T08:22:34
60,20243110,Driver,Female,17,17_to_25,2025-05-06T08:22:34
61,20244044,Motorcycle rider,Male,71,65_to_74,2025-05-06T08:22:34
62,20243147,Driver,Male,66,65_to_74,2025-05-06T08:22:34
63,20244019,Motorcycle rider,Male,60,40_to_64,2025-05-06T08:22:34
64,20241194,Driver,Male,54,40_to_64,2025-05-06T08:22:34
65,20241139,Motorcycle rider,Male,18,17_to_25,2025-05-06T08:22:34
66,20241197,Driver,Male,24,17_to_25,2025-05-06T08:22:34
67,20243220,Pedestrian,Male,27,26_to_39,2025-05-06T08:22:34
68,20243267,Driver,Male,38,26_to_39,2025-05-06T08:22:34
69,20241057,Passenger,Female,97,75_or_older,2025-05-06T08:22:34
70,20243174,Driver,Male,83,75_or_older,2025-05-06T08:22:34
71,20241166,Driver,Male,49,40_to_64,2025-05-06T08:22:34
72,20243213,Driver,Male,36,26_to_39,2025-05-06T08:22:34
73,20241096,Driver,Male,70,65_to_74,2025-05-06T08:22:34
74,20242089,Driver,Female,29,26_to_39,2025-05-06T08:22:34
75,20243073,Motorcycle rider,Male,26,26_to_39,2025-05-06T08:22:34
76,20241027,Driver,Male,43,40_to_64,2025-05-06T08:22:34
77,20241163,Motorcycle rider,Male,61,40_to_64,2025-05-06T08:22:34
78,20243143,Driver,Male,52,40_to_64,2025-05-06T08:22:34
79,20241222,Motorcycle rider,Male,22,17_to_25,2025-05-06T08:22:34
80,20241218,Driver,Male,53,40_to_64,2025-05-06T08:22:34
81,20243249,Motorcycle rider,Male,44,40_to_64,2025-05-06T08:22:34
82,20243098,Passenger,Female,57,40_to_64,2025-05-06T08:22:34
83,20241306,Driver,Male,18,17_to_25,2025-05-06T08:22:34
84,20243037,Passenger,Male,18,17_to_25,2025-05-06T08:22:34
85,20244083,Driver,Male,53,40_to_64,2025-05-06T08:22:34
86,20241196,Motorcycle rider,Male,25,17_to_25,2025-05-06T08:22:34
87,20244028,Passenger,Female,44,40_to_64,2025-05-06T08:22:34
88,20244028,Passenger,Female,64,40_to_64,2025-05-06T08:22:34
89,20243038,Driver,Male,17,17_to_25,2025-05-06T08:22:34
90,20242023,Pedestrian,Female,43,40_to_64,2025-05-06T08:22:34
91,20242230,Driver,Female,83,75_or_older,2025-05-06T08:22:34
92,20242127,Pedal cyclist,Male,71,65_to_74,2025-05-06T08:22:34
93,20242120,Motorcycle rider,Male,69,65_to_74,2025-05-06T08:22:34
94,20241106,Passenger,Male,87,75_or_older,2025-05-06T08:22:34
95,20241230,Pedestrian,Female,58,40_to_64,2025-05-06T08:22:34
96,20241055,Driver,Male,45,40_to_64,2025-05-06T08:22:34
97,20241267,Motorcycle rider,Male,43,40_to_64,2025-05-06T08:22:34
98,20242260,Driver,Male,38,26_to_39,2025-05-06T08:22:34
99,20242057,Driver,Male,15,0_to_16,2025-05-06T08:22:34
100,20243153,Driver,Male,27,26_to_39,2025-05-06T08:22:34
101,20242161,Pedestrian,Male,63,40_to_64,2025-05-06T08:22:34
102,20241236,Motorcycle rider,Male,38,26_to_39,2025-05-06T08:22:34
103,20243172,Pedal cyclist,Male,36,26_to_39,2025-05-06T08:22:34
104,20241188,Motorcycle rider,Male,47,40_to_64,2025-05-06T08:22:34
105,20243191,Driver,Female,78,75_or_older,2025-05-06T08:22:34
106,20243191,Driver,Female,19,17_to_25,2025-05-06T08:22:34
107,20241256,Driver,Female,76,75_or_older,2025-05-06T08:22:34
108,20241256,Passenger,Male,23,17_to_25,2025-05-06T08:22:34
109,20242019,Driver,Female,78,75_or_older,2025-05-06T08:22:34
110,20243008,Passenger,Male,25,17_to_25,2025-05-06T08:22:34
111,20243001,Pedestrian,Male,29,26_to_39,2025-05-06T08:22:34
112,20243041,Driver,Male,37,26_to_39,2025-05-06T08:22:34
113,20244021,Pedestrian,Female,71,65_to_74,2025-05-06T08:22:34
114,20243113,Driver,Male,18,17_to_25,2025-05-06T08:22:34
115,20241107,Driver,Female,42,40_to_64,2025-05-06T08:22:34
116,20243022,Driver,Female,15,0_to_16,2025-05-06T08:22:34
117,20248002,Driver,Male,26,26_to_39,2025-05-06T08:22:34
118,20242088,Driver,Male,21,17_to_25,2025-05-06T08:22:34
119,20241173,Passenger,Female,60,40_to_64,2025-05-06T08:22:34
120,20241173,Driver,Male,57,40_to_64,2025-05-06T08:22:34
121,20241004,Driver,Male,30,26_to_39,2025-05-06T08:22:34
122,20246004,Driver,Male,36,26_to_39,2025-05-06T08:22:34
123,20241201,Pedestrian,Female,48,40_to_64,2025-05-06T08:22:34
124,20241029,Motorcycle rider,Female,60,40_to_64,2025-05-06T08:22:34
125,20243005,Motorcycle rider,Male,68,65_to_74,2025-05-06T08:22:34
126,20241261,Motorcycle rider,Male,66,65_to_74,2025-05-06T08:22:34
127,20244024,Pedal cyclist,Male,65,65_to_74,2025-05-06T08:22:34
128,20241215,Passenger,Male,19,17_to_25,2025-05-06T08:22:34
129,20243186,Driver,Male,20,17_to_25,2025-05-06T08:22:34
130,20243208,Pedestrian,Male,35,26_to_39,2025-05-06T08:22:34
131,20241134,Pedestrian,Male,28,26_to_39,2025-05-06T08:22:34
132,20243040,Driver,Male,45,40_to_64,2025-05-06T08:22:34
133,20243040,Passenger,Male,30,26_to_39,2025-05-06T08:22:34
134,20241263,Driver,Male,70,65_to_74,2025-05-06T08:22:34
135,20241302,Pedestrian,Female,31,26_to_39,2025-05-06T08:22:34
136,20241147,Driver,Male,62,40_to_64,2025-05-06T08:22:34
137,20243248,Driver,Female,69,65_to_74,2025-05-06T08:22:34
138,20243096,Pedestrian,Female,83,75_or_older,2025-05-06T08:22:34
139,20241150,Driver,Female,51,40_to_64,2025-05-06T08:22:34
140,20241247,Driver,Male,37,26_to_39,2025-05-06T08:22:34
141,20241234,Passenger,Male,66,65_to_74,2025-05-06T08:22:34
142,20242110,Driver,Male,76,75_or_older,2025-05-06T08:22:34
143,20242052,Motorcycle rider,Male,55,40_to_64,2025-05-06T08:22:34
144,20243247,Driver,Male,31,26_to_39,2025-05-06T08:22:34
145,20243144,Driver,Male,60,40_to_64,2025-05-06T08:22:34
146,20241235,Driver,Male,56,40_to_64,2025-05-06T08:22:34
147,20243087,Driver,Female,55,40_to_64,2025-05-06T08:22:34
148,20243087,Passenger,Male,82,75_or_older,2025-05-06T08:22:34
149,20244061,Pedal cyclist,Male,43,40_to_64,2025-05-06T08:22:34
150,20241009,Driver,Male,66,65_to_74,2025-05-06T08:22:34
151,20241072,Pedestrian,Female,21,17_to_25,2025-05-06T08:22:34
152,20243129,Driver,Male,56,40_to_64,2025-05-06T08:22:34
153,20242219,Driver,Male,29,26_to_39,2025-05-06T08:22:34
154,20241219,Driver,Female,75,75_or_older,2025-05-06T08:22:34
155,20244010,Driver,Male,53,40_to_64,2025-05-06T08:22:34
156,20244040,Motorcycle rider,Male,32,26_to_39,2025-05-06T08:22:34
157,20243171,Driver,Female,31,26_to_39,2025-05-06T08:22:34
158,20242075,Driver,Male,42,40_to_64,2025-05-06T08:22:34
159,20243079,Driver,Female,40,40_to_64,2025-05-06T08:22:34
160,20241045,Driver,Male,56,40_to_64,2025-05-06T08:22:34
161,20243017,Passenger,Female,40,40_to_64,2025-05-06T08:22:34
162,20243017,Passenger,Male,13,0_to_16,2025-05-06T08:22:34
163,20241160,Motorcycle rider,Male,64,40_to_64,2025-05-06T08:22:34
164,20241081,Driver,Female,24,17_to_25,2025-05-06T08:22:34
165,20241135,Driver,Male,27,26_to_39,2025-05-06T08:22:34
166,20241209,Passenger,Male,37,26_to_39,2025-05-06T08:22:34
167,20242140,Pedestrian,Male,81,75_or_older,2025-05-06T08:22:34
168,20242140,Pedestrian,Female,80,75_or_older,2025-05-06T08:22:34
169,20242142,Driver,Female,21,17_to_25,2025-05-06T08:22:34
170,20243107,Motorcycle rider,Male,39,26_to_39,2025-05-06T08:22:34
171,20243020,Pedestrian,Male,27,26_to_39,2025-05-06T08:22:34
172,20241151,Motorcycle rider,Male,54,40_to_64,2025-05-06T08:22:34
173,20243158,Driver,Female,17,17_to_25,2025-05-06T08:22:34
174,20241286,Passenger,Female,76,75_or_older,2025-05-06T08:22:34
175,20243102,Motorcycle rider,Male,19,17_to_25,2025-05-06T08:22:34
176,20241303,Motorcycle rider,Female,55,40_to_64,2025-05-06T08:22:34
177,20246029,Driver,Female,44,40_to_64,2025-05-06T08:22:34
178,20248005,Motorcycle rider,Male,28,26_to_39,2025-05-06T08:22:34
179,20244018,Pedestrian,Male,91,75_or_older,2025-05-06T08:22:34
180,20241060,Driver,Male,45,40_to_64,2025-05-06T08:22:34
181,20241060,Passenger,Female,11,0_to_16,2025-05-06T08:22:34
182,20242022,Driver,Female,53,40_to_64,2025-05-06T08:22:34
183,20241037,Driver,Male,63,40_to_64,2025-05-06T08:22:34
184,20241257,Driver,Male,62,40_to_64,2025-05-06T08:22:34
185,20241128,Driver,Male,43,40_to_64,2025-05-06T08:22:34
186,20243089,Driver,Male,73,65_to_74,2025-05-06T08:22:34
187,20242181,Driver,Male,24,17_to_25,2025-05-06T08:22:34
188,20243082,Motorcycle rider,Male,46,40_to_64,2025-05-06T08:22:34
189,20243150,Driver,Female,48,40_to_64,2025-05-06T08:22:34
190,20243170,Pedestrian,Male,69,65_to_74,2025-05-06T08:22:34
191,20243239,Driver,Male,30,26_to_39,2025-05-06T08:22:34
192,20242040,Driver,Male,37,26_to_39,2025-05-06T08:22:34
193,20243084,Motorcycle rider,Male,51,40_to_64,2025-05-06T08:22:34
194,20241030,Driver,Male,46,40_to_64,2025-05-06T08:22:34
195,20243127,Motorcycle rider,Male,73,65_to_74,2025-05-06T08:22:34
196,20243003,Passenger,Female,78,75_or_older,2025-05-06T08:22:34
197,20243266,Driver,Male,73,65_to_74,2025-05-06T08:22:34
198,20241042,Passenger,Female,74,65_to_74,2025-05-06T08:22:34
199,20243121,Motorcycle rider,Male,20,17_to_25,2025-05-06T08:22:34
200,20241175,Driver,Male,18,17_to_25,2025-05-06T08:22:34
201,20243072,Motorcycle rider,Male,27,26_to_39,2025-05-06T08:22:34
202,20244057,Driver,Male,27,26_to_39,2025-05-06T08:22:34
203,20241091,Passenger,Male,14,0_to_16,2025-05-06T08:22:34
204,20243201,Driver,Male,37,26_to_39,2025-05-06T08:22:34
205,20242135,Driver,Female,53,40_to_64,2025-05-06T08:22:34
206,20243225,Motorcycle rider,Male,41,40_to_64,2025-05-06T08:22:34
207,20241167,Motorcycle rider,Male,27,26_to_39,2025-05-06T08:22:34
208,20244060,Motorcycle rider,Male,48,40_to_64,2025-05-06T08:22:34
209,20241268,Motorcycle rider,Female,34,26_to_39,2025-05-06T08:22:34
210,20244013,Motorcycle rider,Male,22,17_to_25,2025-05-06T08:22:34
211,20243235,Passenger,Male,58,40_to_64,2025-05-06T08:22:34
212,20243235,Passenger,Female,68,65_to_74,2025-05-06T08:22:34
213,20244059,Passenger,Male,5,0_to_16,2025-05-06T08:22:34
214,20244059,Passenger,Female,15,0_to_16,2025-05-06T08:22:34
215,20241266,Motorcycle rider,Male,37,26_to_39,2025-05-06T08:22:34
216,20243131,Driver,Male,56,40_to_64,2025-05-06T08:22:34
217,20242080,Driver,Male,20,17_to_25,2025-05-06T08:22:34
218,20241287,Driver,Male,21,17_to_25,2025-05-06T08:22:34
219,20241152,Driver,Male,30,26_to_39,2025-05-06T08:22:34
220,20243161,Driver,Male,35,26_to_39,2025-05-06T08:22:34
221,20242042,Pedestrian,Female,2,0_to_16,2025-05-06T08:22:34
222,20243210,Motorcycle rider,Female,59,40_to_64,2025-05-06T08:22:34
223,20244025,Motorcycle rider,Male,76,75_or_older,2025-05-06T08:22:34
224,20243088,Pedestrian,Male,76,75_or_older,2025-05-06T08:22:34
225,20241211,Driver,Male,51,40_to_64,2025-05-06T08:22:34
226,20241211,Driver,Male,44,40_to_64,2025-05-06T08:22:34
227,20242007,Driver,Male,34,26_to_39,2025-05-06T08:22:34
228,20241204,Driver,Male,77,75_or_older,2025-05-06T08:22:34
229,20244062,Motorcycle rider,Male,19,17_to_25,2025-05-06T08:22:34
230,20241137,Motorcycle rider,Male,65,65_to_74,2025-05-06T08:22:34
231,20243117,Motorcycle rider,Male,21,17_to_25,2025-05-06T08:22:34
232,20242081,Motorcycle rider,Male,27,26_to_39,2025-05-06T08:22:34
233,20243206,Motorcycle rider,Male,21,17_to_25,2025-05-06T08:22:34
234,20248003,Motorcycle rider,Female,33,26_to_39,2025-05-06T08:22:34
235,20244032,Driver,Female,19,17_to_25,2025-05-06T08:22:34
236,20241153,Driver,Male,49,40_to_64,2025-05-06T08:22:34
237,20242138,Driver,Male,34,26_to_39,2025-05-06T08:22:34
238,20243198,Driver,Male,61,40_to_64,2025-05-06T08:22:34
239,20242107,Pedestrian,Male,11,0_to_16,2025-05-06T08:22:34
240,20243080,Pedestrian,Female,39,26_to_39,2025-05-06T08:22:34
241,20242204,Motorcycle rider,Male,30,26_to_39,2025-05-06T08:22:34
242,20242139,Driver,Male,49,40_to_64,2025-05-06T08:22:34
243,20241103,Driver,Male,41,40_to_64,2025-05-06T08:22:34
244,20242129,Driver,Female,31,26_to_39,2025-05-06T08:22:34
245,20244027,Driver,Female,76,75_or_older,2025-05-06T08:22:34
246,20243006,Pedestrian,Male,78,75_or_older,2025-05-06T08:22:34
247,20243108,Motorcycle rider,Male,20,17_to_25,2025-05-06T08:22:34
248,20243212,Pedal cyclist,Male,9,0_to_16,2025-05-06T08:22:34
249,20241237,Motorcycle rider,Male,15,0_to_16,2025-05-06T08:22:34
250,20241052,Pedestrian,Male,37,26_to_39,2025-05-06T08:22:34
251,20241308,Driver,Male,30,26_to_39,2025-05-06T08:22:34
252,20246027,Pedestrian,Male,52,40_to_64,2025-05-06T08:22:34
253,20244072,Pedestrian,Female,1,0_to_16,2025-05-06T08:22:34
254,20241195,Driver,Female,52,40_to_64,2025-05-06T08:22:34
255,20244043,Driver,Female,93,75_or_older,2025-05-06T08:22:34
256,20241102,Driver,Male,87,75_or_older,2025-05-06T08:22:34
257,20243194,Motorcycle rider,Male,37,26_to_39,2025-05-06T08:22:34
258,20243070,Motorcycle rider,Male,31,26_to_39,2025-05-06T08:22:34
259,20243165,Motorcycle rider,Male,34,26_to_39,2025-05-06T08:22:34
260,20241063,Driver,Male,53,40_to_64,2025-05-06T08:22:34
261,20241132,Motorcycle rider,Male,23,17_to_25,2025-05-06T08:22:34
262,20241292,Driver,Female,27,26_to_39,2025-05-06T08:22:34
263,20241189,Driver,Female,65,65_to_74,2025-05-06T08:22:34
264,20241233,Passenger,Male,19,17_to_25,2025-05-06T08:22:34
265,20241233,Passenger,Female,57,40_to_64,2025-05-06T08:22:34
266,20241233,Passenger,Male,18,17_to_25,2025-05-06T08:22:34
267,20241233,Driver,Male,57,40_to_64,2025-05-06T08:22:34
268,20242115,Driver,Male,72,65_to_74,2025-05-06T08:22:34
269,20242167,Driver,Male,81,75_or_older,2025-05-06T08:22:34
270,20241016,Driver,Female,83,75_or_older,2025-05-06T08:22:34
271,20243234,Driver,Male,60,40_to_64,2025-05-06T08:22:34
272,20246025,Driver,Male,66,65_to_74,2025-05-06T08:22:34
273,20241220,Driver,Female,44,40_to_64,2025-05-06T08:22:34
274,20241034,Motorcycle rider,Male,21,17_to_25,2025-05-06T08:22:34
275,20242012,Pedestrian,Female,79,75_or_older,2025-05-06T08:22:34
276,20243009,Driver,Male,17,17_to_25,2025-05-06T08:22:34
277,20243009,Motorcycle rider,Male,32,26_to_39,2025-05-06T08:22:34
278,20241269,Driver,Male,53,40_to_64,2025-05-06T08:22:34
279,20242093,Driver,Male,74,65_to_74,2025-05-06T08:22:34
280,20242176,Motorcycle rider,Male,22,17_to_25,2025-05-06T08:22:34
281,20242255,Motorcycle rider,Male,22,17_to_25,2025-05-06T08:22:34
282,20241066,Driver,Male,58,40_to_64,2025-05-06T08:22:34
283,20242175,Motorcycle rider,Male,23,17_to_25,2025-05-06T08:22:34
284,20243207,Pedestrian,Female,74,65_to_74,2025-05-06T08:22:34
285,20242029,Pedestrian,Male,32,26_to_39,2025-05-06T08:22:34
286,20241246,Driver,Male,41,40_to_64,2025-05-06T08:22:34
287,20241078,Driver,Male,17,17_to_25,2025-05-06T08:22:34
288,20243064,Pedestrian,Male,53,40_to_64,2025-05-06T08:22:34
289,20241013,Passenger,Female,22,17_to_25,2025-05-06T08:22:34
290,20241013,Passenger,Male,22,17_to_25,2025-05-06T08:22:34
291,20246019,Driver,Male,51,40_to_64,2025-05-06T08:22:34
292,20242257,Passenger,Male,84,75_or_older,2025-05-06T08:22:34
293,20241138,Motorcycle rider,Male,50,40_to_64,2025-05-06T08:22:34
294,20244014,Driver,Male,65,65_to_74,2025-05-06T08:22:34
295,20244069,Passenger,Female,59,40_to_64,2025-05-06T08:22:34
296,20242053,Driver,Male,25,17_to_25,2025-05-06T08:22:34
297,20243111,Driver,Female,22,17_to_25,2025-05-06T08:22:34
298,20243067,Driver,Male,56,40_to_64,2025-05-06T08:22:34
299,20242186,Driver,Male,48,40_to_64,2025-05-06T08:22:34
300,20242250,Motorcycle rider,Male,21,17_to_25,2025-05-06T08:22:34
301,20243167,Motorcycle rider,Male,38,26_to_39,2025-05-06T08:22:34
302,20243106,Pedestrian,Female,35,26_to_39,2025-05-06T08:22:34
303,20242098,Motorcycle rider,Male,37,26_to_39,2025-05-06T08:22:34
304,20241179,Motorcycle rider,Male,60,40_to_64,2025-05-06T08:22:34
305,20242070,Driver,Female,56,40_to_64,2025-05-06T08:22:34
306,20243261,Motorcycle rider,Male,63,40_to_64,2025-05-06T08:22:34
307,20243227,Driver,Male,20,17_to_25,2025-05-06T08:22:34
308,20242243,Pedal cyclist,Male,81,75_or_older,2025-05-06T08:22:34
309,20242102,Driver,Female,80,75_or_older,2025-05-06T08:22:34
310,20241109,Driver,Male,18,17_to_25,2025-05-06T08:22:34
311,20243187,Pedestrian,Male,36,26_to_39,2025-05-06T08:22:34
312,20241301,Motorcycle rider,Male,57,40_to_64,2025-05-06T08:22:34
313,20243135,Driver,Male,28,26_to_39,2025-05-06T08:22:34
314,20241248,Driver,Male,96,75_or_older,2025-05-06T08:22:34
315,20243268,Driver,Male,63,40_to_64,2025-05-06T08:22:34
316,20242071,Motorcycle rider,Male,38,26_to_39,2025-05-06T08:22:34
317,20241020,Motorcycle rider,Male,58,40_to_64,2025-05-06T08:22:34
318,20241294,Pedestrian,Female,15,0_to_16,2025-05-06T08:22:34
319,20241304,Driver,Male,62,40_to_64,2025-05-06T08:22:34
320,20242123,Pedestrian,Male,62,40_to_64,2025-05-06T08:22:34
321,20242144,Pedestrian,Male,39,26_to_39,2025-05-06T08:22:34
322,20241199,Driver,Male,23,17_to_25,2025-05-06T08:22:34
323,20241199,Passenger,Female,26,26_to_39,2025-05-06T08:22:34
324,20243066,Passenger,Male,25,17_to_25,2025-05-06T08:22:34
325,20243233,Driver,Male,21,17_to_25,2025-05-06T08:22:34
326,20243203,Driver,Male,50,40_to_64,2025-05-06T08:22:34
327,20242209,Driver,Male,40,40_to_64,2025-05-06T08:22:34
328,20242056,Pedestrian,Male,57,40_to_64,2025-05-06T08:22:34
329,20242130,Motorcycle rider,Male,44,40_to_64,2025-05-06T08:22:34
330,20243109,Driver,Male,64,40_to_64,2025-05-06T08:22:34
331,20243109,Passenger,Female,60,40_to_64,2025-05-06T08:22:34
332,20243010,Driver,Male,68,65_to_74,2025-05-06T08:22:34
333,20243181,Motorcycle rider,Male,23,17_to_25,2025-05-06T08:22:34
334,20246018,Driver,Female,54,40_to_64,2025-05-06T08:22:34
335,20241071,Pedestrian,Female,63,40_to_64,2025-05-06T08:22:34
336,20241186,Pedestrian,Male,13,0_to_16,2025-05-06T08:22:34
337,20243078,Motorcycle rider,Male,29,26_to_39,2025-05-06T08:22:34
338,20241223,Pedestrian,Male,56,40_to_64,2025-05-06T08:22:34
339,20241221,Driver,Male,44,40_to_64,2025-05-06T08:22:34
340,20241143,Driver,Male,17,17_to_25,2025-05-06T08:22:34
341,20243242,Driver,Male,53,40_to_64,2025-05-06T08:22:34
342,20242189,Driver,Female,23,17_to_25,2025-05-06T08:22:34
343,20242170,Driver,Female,53,40_to_64,2025-05-06T08:22:34
344,20243043,Driver,Male,56,40_to_64,2025-05-06T08:22:34
345,20241140,Driver,Male,19,17_to_25,2025-05-06T08:22:34
346,20244063,Motorcycle rider,Male,78,75_or_older,2025-05-06T08:22:34
347,20241131,Motorcycle rider,Male,70,65_to_74,2025-05-06T08:22:34
348,20242172,Pedal cyclist,Male,42,40_to_64,2025-05-06T08:22:34
349,20241111,Driver,Male,31,26_to_39,2025-05-06T08:22:34
350,20242055,Pedestrian,Male,66,65_to_74,2025-05-06T08:22:34
351,20241017,Motorcycle pillion passenger,Male,20,17_to_25,2025-05-06T08:22:34
352,20244067,Pedestrian,Male,49,40_to_64,2025-05-06T08:22:34
353,20246024,Pedestrian,Male,61,40_to_64,2025-05-06T08:22:34
354,20241254,Motorcycle pillion passenger,Male,20,17_to_25,2025-05-06T08:22:34
355,20241254,Motorcycle rider,Male,21,17_to_25,2025-05-06T08:22:34
356,20243011,Motorcycle rider,Male,69,65_to_74,2025-05-06T08:22:34
357,20246011,Driver,Female,80,75_or_older,2025-05-06T08:22:34
358,20242177,Pedestrian,Female,68,65_to_74,2025-05-06T08:22:34
359,20241127,Driver,Male,52,40_to_64,2025-05-06T08:22:34
360,20241210,Passenger,Female,81,75_or_older,2025-05-06T08:22:34
361,20242132,Driver,Male,46,40_to_64,2025-05-06T08:22:34
362,20242132,Passenger,Male,37,26_to_39,2025-05-06T08:22:34
363,20242184,Passenger,Male,6,0_to_16,2025-05-06T08:22:34
364,20241253,Driver,Male,23,17_to_25,2025-05-06T08:22:34
365,20243024,Motorcycle rider,Male,34,26_to_39,2025-05-06T08:22:34
366,20242224,Driver,Male,25,17_to_25,2025-05-06T08:22:34
367,20243031,Driver,Male,21,17_to_25,2025-05-06T08:22:34
368,20242069,Motorcycle rider,Male,19,17_to_25,2025-05-06T08:22:34
369,20243156,Motorcycle rider,Male,32,26_to_39,2025-05-06T08:22:34
370,20242251,Pedestrian,Female,43,40_to_64,2025-05-06T08:22:34
371,20244034,Pedal cyclist,Male,49,40_to_64,2025-05-06T08:22:34
372,20242090,Motorcycle rider,Male,34,26_to_39,2025-05-06T08:22:34
373,20243231,Passenger,Female,35,26_to_39,2025-05-06T08:22:34
374,20243231,Passenger,Female,60,40_to_64,2025-05-06T08:22:34
375,20243231,Passenger,Male,28,26_to_39,2025-05-06T08:22:34
376,20242194,Driver,Male,50,40_to_64,2025-05-06T08:22:34
377,20243142,Driver,Male,73,65_to_74,2025-05-06T08:22:34
378,20242043,Pedal cyclist,Female,68,65_to_74,2025-05-06T08:22:34
379,20243124,Driver,Male,72,65_to_74,2025-05-06T08:22:34
380,20244007,Motorcycle rider,Male,78,75_or_older,2025-05-06T08:22:34
381,20242060,Pedestrian,Male,79,75_or_older,2025-05-06T08:22:34
382,20243104,Pedestrian,Female,37,26_to_39,2025-05-06T08:22:34
383,20244041,Driver,Female,37,26_to_39,2025-05-06T08:22:34
384,20246026,Driver,Male,20,17_to_25,2025-05-06T08:22:34
385,20243021,Driver,Male,29,26_to_39,2025-05-06T08:22:34
386,20242155,Driver,Male,63,40_to_64,2025-05-06T08:22:34
387,20242032,Pedestrian,Male,35,26_to_39,2025-05-06T08:22:34
388,20241285,Motorcycle rider,Male,69,65_to_74,2025-05-06T08:22:34
389,20244066,Pedestrian,Male,52,40_to_64,2025-05-06T08:22:34
