crash_id,month,year,dayweek_text,time_text,crash_type,num_fatalities,speed_limit,state_name,sa4_name,lga_name,remoteness_name,road_type_name,christmas_period,easter_period,day_flag,time_of_day,load_ts
20241115,12,2024,Friday,04:00:00,Single,1,100,NSW,Riverina,Wagga Wagga,Inner Regional Australia,Arterial Road,Yes,No,Weekday,Night,2025-05-06T08:22:34
20241125,12,2024,Friday,06:15:00,Single,1,80,NSW,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Inner Regional Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20246013,12,2024,Friday,09:43:00,Single,1,50,TAS,Launceston and North East,Northern Midlands,Inner Regional Australia,Local Road,Yes,No,Weekday,Day,2025-05-06T08:22:34
20241002,12,2024,Friday,10:35:00,Single,1,100,NSW,New England and North West,Armidale,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20243185,12,2024,Friday,13:00:00,Single,1,100,QLD,Toowoomba,Lockyer Valley,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20244016,12,2024,Friday,13:39:00,Single,1,100,SA,Barossa - Yorke - Mid North,Wakefield,Outer Regional Australia,Sub-arterial Road,Yes,No,Weekday,Day,2025-05-06T08:22:34
20243168,12,2024,Friday,19:00:00,Single,1,60,QLD,Darling Downs - Maranoa,Southern Downs,Inner Regional Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20246003,12,2024,Friday,19:30:00,Single,1,50,TAS,Hobart,Brighton,Inner Regional Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20246001,12,2024,Friday,19:40:00,Single,1,100,TAS,Launceston and North East,West Tamar,Outer Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20244081,12,2024,Friday,22:42:00,Single,1,50,SA,South Australia - South East,Mid Murray,Outer Regional Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20241087,12,2024,Friday,23:00:00,Single,1,70,NSW,Sydney - Outer West and Blue Mountains,Blue Mountains,Major Cities of Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20241054,12,2024,Friday,23:10:00,Single,1,110,NSW,Capital Region,Upper Lachlan,Inner Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20244042,12,2024,Monday,01:00:00,Single,1,100,SA,South Australia - South East,Wattle Range,Outer Regional Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20243246,12,2024,Monday,09:00:00,Single,1,80,QLD,Cairns,Cairns,Outer Regional Australia,Collector Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241101,12,2024,Monday,10:48:00,Single,1,60,NSW,Illawarra,Wollongong,Major Cities of Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20241216,12,2024,Monday,12:05:00,Single,1,60,NSW,Sydney - Outer West and Blue Mountains,Penrith,Major Cities of Australia,Collector Road,Yes,No,Weekday,Day,2025-05-06T08:22:34
20241300,12,2024,Monday,13:58:00,Single,1,100,NSW,Hunter Valley exc Newcastle,Upper Hunter,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20243007,12,2024,Monday,14:00:00,Single,1,100,QLD,Wide Bay,South Burnett,Outer Regional Australia,National or State Highway,Yes,No,Weekday,Day,2025-05-06T08:22:34
20241278,12,2024,Monday,14:43:00,Single,1,100,NSW,Central West,Mid-Western,Outer Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241149,12,2024,Monday,16:00:00,Single,1,40,NSW,Sydney - Inner South West,Canterbury-Bankstown,Major Cities of Australia,Collector Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241068,12,2024,Saturday,03:30:00,Single,1,110,NSW,Murray,Greater Hume,Outer Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20243273,12,2024,Saturday,04:00:00,Single,1,100,QLD,Darling Downs - Maranoa,Southern Downs,Outer Regional Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20244020,12,2024,Saturday,10:25:00,Single,1,100,SA,Barossa - Yorke - Mid North,Barossa,Inner Regional Australia,Sub-arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20244055,12,2024,Saturday,10:36:00,Multiple,2,110,SA,South Australia - South East,Wattle Range,Outer Regional Australia,National or State Highway,Yes,No,Weekend,Day,2025-05-06T08:22:34
20241094,12,2024,Saturday,12:10:00,Single,1,50,NSW,Mid North Coast,Port Macquarie-Hastings,Inner Regional Australia,National or State Highway,Yes,No,Weekend,Day,2025-05-06T08:22:34
20243160,12,2024,Saturday,14:00:00,Multiple,2,100,QLD,Mackay - Isaac - Whitsunday,Mackay,Outer Regional Australia,National or State Highway,Yes,No,Weekend,Day,2025-05-06T08:22:34
20243209,12,2024,Saturday,14:00:00,Single,1,50,QLD,Cairns,Douglas,Outer Regional Australia,Local Road,Yes,No,Weekend,Day,2025-05-06T08:22:34
20244001,12,2024,Saturday,14:50:00,Single,1,100,SA,South Australia - South East,Yankalilla,Inner Regional Australia,Arterial Road,Yes,No,Weekend,Day,2025-05-06T08:22:34
20243243,12,2024,Saturday,15:00:00,Single,1,70,QLD,Logan - Beaudesert,Logan,Major Cities of Australia,Sub-arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20246016,12,2024,Saturday,15:18:00,Single,1,100,TAS,Launceston and North East,Dorset,Outer Regional Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20241119,12,2024,Saturday,15:25:00,Multiple,2,100,NSW,New England and North West,Armidale,Inner Regional Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20241169,12,2024,Saturday,21:30:00,Single,1,80,NSW,Mid North Coast,Nambucca Valley,Inner Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20241291,12,2024,Sunday,02:00:00,Single,1,110,NSW,Far West and Orana,Narromine,Outer Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20243036,12,2024,Sunday,04:00:00,Single,1,100,QLD,Wide Bay,Fraser Coast,Inner Regional Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20244026,12,2024,Sunday,06:35:00,Single,1,50,SA,South Australia - Outback,Unincorporated SA,Very Remote Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20241077,12,2024,Sunday,08:09:00,Single,1,50,NSW,Illawarra,Shellharbour,Major Cities of Australia,Collector Road,No,No,Weekend,Day,2025-05-06T08:22:34
20241028,12,2024,Sunday,08:20:00,Single,1,50,NSW,Illawarra,Wollongong,Major Cities of Australia,Collector Road,No,No,Weekend,Day,2025-05-06T08:22:34
20241022,12,2024,Sunday,11:20:00,Single,1,100,NSW,New England and North West,Narrabri,Outer Regional Australia,Sub-arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20243015,12,2024,Sunday,12:00:00,Single,1,60,QLD,Logan - Beaudesert,Logan,Inner Regional Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20244023,12,2024,Sunday,12:35:00,Single,1,100,SA,Barossa - Yorke - Mid North,Barossa,Inner Regional Australia,Sub-arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20241098,12,2024,Sunday,12:50:00,Single,1,90,NSW,Mid North Coast,Nambucca Valley,Inner Regional Australia,Sub-arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20243114,12,2024,Sunday,13:00:00,Multiple,2,100,QLD,Queensland - Outback,Cook,Remote Australia,Sub-arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20241040,12,2024,Sunday,14:15:00,Single,1,100,NSW,New England and North West,Tenterfield,Outer Regional Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20241174,12,2024,Sunday,14:48:00,Single,1,60,NSW,Central Coast,Central Coast (NSW),Major Cities of Australia,Arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20241088,12,2024,Sunday,16:00:00,Single,1,100,NSW,New England and North West,Tamworth,Outer Regional Australia,Arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20241255,12,2024,Sunday,18:20:00,Single,1,100,NSW,Capital Region,Hilltops,Inner Regional Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20241053,12,2024,Sunday,22:19:00,Multiple,2,100,NSW,Central West,Forbes,Outer Regional Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20243046,12,2024,Sunday,23:00:00,Multiple,2,60,QLD,Toowoomba,Toowoomba,Inner Regional Australia,Collector Road,No,No,Weekend,Night,2025-05-06T08:22:34
20241080,12,2024,Thursday,01:39:00,Single,1,60,NSW,Newcastle and Lake Macquarie,Lake Macquarie,Major Cities of Australia,Arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20243044,12,2024,Thursday,12:00:00,Single,1,100,QLD,Central Queensland,Livingstone,Remote Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20241274,12,2024,Thursday,15:40:00,Single,1,100,NSW,Sydney - Blacktown,Blacktown,Major Cities of Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20243176,12,2024,Tuesday,04:00:00,Single,1,60,QLD,Cairns,Cairns,Outer Regional Australia,Collector Road,Yes,No,Weekday,Night,2025-05-06T08:22:34
20241181,12,2024,Tuesday,08:30:00,Single,1,110,NSW,Murray,Balranald,Outer Regional Australia,National or State Highway,Yes,No,Weekday,Day,2025-05-06T08:22:34
20243110,12,2024,Tuesday,11:00:00,Single,1,60,QLD,Queensland - Outback,Lockhart River,Very Remote Australia,Local Road,Yes,No,Weekday,Day,2025-05-06T08:22:34
20244044,12,2024,Tuesday,13:30:00,Single,1,100,SA,Barossa - Yorke - Mid North,Light,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20243147,12,2024,Tuesday,15:00:00,Single,1,80,QLD,Cairns,Cassowary Coast,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20244019,12,2024,Tuesday,18:30:00,Single,1,100,SA,South Australia - Outback,Tumby Bay,Remote Australia,Collector Road,Yes,No,Weekday,Night,2025-05-06T08:22:34
20241194,12,2024,Tuesday,21:10:00,Single,1,80,NSW,Sydney - South West,Liverpool,Major Cities of Australia,Arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20241139,12,2024,Tuesday,22:55:00,Single,1,50,NSW,Sydney - Parramatta,Cumberland,Major Cities of Australia,Local Road,No,No,Weekday,Night,2025-05-06T08:22:34
20241197,12,2024,Tuesday,23:55:00,Single,1,100,NSW,Hunter Valley exc Newcastle,Muswellbrook,Inner Regional Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20243220,12,2024,Wednesday,00:00:00,Single,1,100,QLD,Cairns,Cassowary Coast,Outer Regional Australia,Collector Road,Yes,No,Weekday,Night,2025-05-06T08:22:34
20243267,12,2024,Wednesday,04:00:00,Single,1,90,QLD,Moreton Bay - North,Moreton Bay,Inner Regional Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20241057,12,2024,Wednesday,12:25:00,Single,1,110,NSW,Richmond - Tweed,Ballina,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20243174,12,2024,Wednesday,16:00:00,Single,1,80,QLD,Logan - Beaudesert,Logan,Inner Regional Australia,National or State Highway,Yes,No,Weekday,Day,2025-05-06T08:22:34
20241166,12,2024,Wednesday,17:00:00,Single,1,100,NSW,Richmond - Tweed,Kyogle,Inner Regional Australia,Sub-arterial Road,Yes,No,Weekday,Day,2025-05-06T08:22:34
20243213,11,2024,Friday,02:00:00,Single,1,100,QLD,Wide Bay,Bundaberg,Inner Regional Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20241096,11,2024,Friday,04:44:00,Single,1,100,NSW,New England and North West,Tenterfield,Outer Regional Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20242089,11,2024,Friday,07:05:00,Single,1,60,VIC,Melbourne - Inner,Melbourne,Major Cities of Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20243073,11,2024,Friday,10:00:00,Single,1,70,QLD,Brisbane - South,Brisbane,Major Cities of Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241027,11,2024,Friday,10:50:00,Single,1,100,NSW,Riverina,Snowy Valleys,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20241163,11,2024,Friday,12:42:00,Single,1,100,NSW,New England and North West,Tamworth,Outer Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20243143,11,2024,Friday,13:00:00,Single,1,100,QLD,Mackay - Isaac - Whitsunday,Whitsunday,Outer Regional Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241222,11,2024,Friday,14:30:00,Single,1,100,NSW,Sydney - South West,Fairfield,Major Cities of Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20241218,11,2024,Friday,17:30:00,Single,1,110,NSW,Capital Region,Yass Valley,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20243249,11,2024,Friday,18:00:00,Single,1,100,QLD,Central Queensland,Central Highlands (Qld),Remote Australia,Collector Road,No,No,Weekend,Night,2025-05-06T08:22:34
20243098,11,2024,Friday,20:00:00,Single,1,80,QLD,Wide Bay,Bundaberg,Inner Regional Australia,Sub-arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20241306,11,2024,Friday,22:35:00,Single,1,60,NSW,Sydney - Baulkham Hills and Hawkesbury,The Hills,Major Cities of Australia,Collector Road,No,No,Weekend,Night,2025-05-06T08:22:34
20243037,11,2024,Monday,06:00:00,Single,1,50,QLD,Cairns,Cairns,Outer Regional Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20244083,11,2024,Monday,06:23:00,Single,1,60,SA,Adelaide - North,Salisbury,Major Cities of Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241196,11,2024,Monday,11:30:00,Single,1,60,NSW,Hunter Valley exc Newcastle,Port Stephens,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20244028,11,2024,Monday,12:12:00,Multiple,2,100,SA,South Australia - South East,Yankalilla,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20243038,11,2024,Monday,14:00:00,Single,1,100,QLD,Darling Downs - Maranoa,Southern Downs,Inner Regional Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20242023,11,2024,Monday,14:20:00,Single,1,70,VIC,Melbourne - North West,Macedon Ranges,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20242230,11,2024,Monday,15:05:00,Single,1,100,VIC,Warrnambool and South West,Moyne,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20242127,11,2024,Monday,15:07:00,Single,1,80,VIC,Melbourne - South East,Cardinia,Major Cities of Australia,Collector Road,No,No,Weekday,Day,2025-05-06T08:22:34
20242120,11,2024,Monday,15:08:00,Single,1,100,VIC,Latrobe - Gippsland,East Gippsland,Outer Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241106,11,2024,Monday,15:38:00,Single,1,60,NSW,Richmond - Tweed,Ballina,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241230,11,2024,Monday,16:30:00,Single,1,70,NSW,Sydney - Baulkham Hills and Hawkesbury,Hornsby,Major Cities of Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241055,11,2024,Monday,17:57:00,Single,1,50,NSW,Central Coast,Central Coast (NSW),Major Cities of Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241267,11,2024,Monday,20:00:00,Single,1,50,NSW,Hunter Valley exc Newcastle,Muswellbrook,Inner Regional Australia,Local Road,No,No,Weekday,Night,2025-05-06T08:22:34
20242260,11,2024,Monday,23:10:00,Single,1,80,VIC,Melbourne - North East,Whittlesea,Major Cities of Australia,Arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20242057,11,2024,Saturday,05:20:00,Single,1,100,VIC,Melbourne - North West,Macedon Ranges,Inner Regional Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20243153,11,2024,Saturday,09:00:00,Single,1,100,QLD,Queensland - Outback,Mareeba,Very Remote Australia,Sub-arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20242161,11,2024,Saturday,09:25:00,Single,1,60,VIC,Melbourne - North East,Whittlesea,Major Cities of Australia,Sub-arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20241236,11,2024,Saturday,10:00:00,Single,1,80,NSW,Mid North Coast,Mid-Coast,Inner Regional Australia,Arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20243172,11,2024,Saturday,10:00:00,Single,1,10,QLD,Central Queensland,Rockhampton,Inner Regional Australia,Pedestrian Thoroughfare,No,No,Weekend,Day,2025-05-06T08:22:34
20241188,11,2024,Saturday,11:10:00,Single,1,100,NSW,Mid North Coast,Mid-Coast,Inner Regional Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20243191,11,2024,Saturday,16:00:00,Multiple,2,100,QLD,Ipswich,Ipswich,Inner Regional Australia,Sub-arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20241256,11,2024,Saturday,17:20:00,Multiple,2,100,NSW,Hunter Valley exc Newcastle,Muswellbrook,Inner Regional Australia,Arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20242019,11,2024,Saturday,18:39:00,Single,1,100,VIC,Warrnambool and South West,Glenelg,Outer Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20243008,11,2024,Saturday,19:00:00,Single,1,80,QLD,Wide Bay,Bundaberg,Inner Regional Australia,Collector Road,No,No,Weekend,Night,2025-05-06T08:22:34
20243001,11,2024,Saturday,21:00:00,Single,1,80,QLD,Cairns,Douglas,Outer Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20243041,11,2024,Saturday,21:00:00,Single,1,100,QLD,Darling Downs - Maranoa,Western Downs,Outer Regional Australia,Sub-arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20244021,11,2024,Saturday,21:35:00,Single,1,60,SA,Adelaide - West,Port Adelaide Enfield,Major Cities of Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20243113,11,2024,Saturday,23:00:00,Single,1,60,QLD,Brisbane - South,Brisbane,Major Cities of Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20241107,11,2024,Saturday,23:24:00,Single,1,100,NSW,Central West,Cabonne,Outer Regional Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20243022,11,2024,Sunday,00:00:00,Single,1,60,QLD,Gold Coast,Gold Coast,Major Cities of Australia,Collector Road,No,No,Weekend,Night,2025-05-06T08:22:34
20248002,11,2024,Sunday,01:30:00,Single,1,80,ACT,Australian Capital Territory,Unincorporated ACT,Major Cities of Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20242088,11,2024,Sunday,02:10:00,Single,1,80,VIC,Mornington Peninsula,Frankston,Major Cities of Australia,Sub-arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20241173,11,2024,Sunday,03:00:00,Multiple,2,110,NSW,New England and North West,Moree Plains,Outer Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20241004,11,2024,Sunday,06:00:00,Single,1,50,NSW,Sydney - Parramatta,Parramatta,Major Cities of Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20246004,11,2024,Sunday,07:15:00,Single,1,110,TAS,Launceston and North East,Meander Valley,Outer Regional Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20241201,11,2024,Sunday,08:10:00,Single,1,50,NSW,Capital Region,Queanbeyan-Palerang,Major Cities of Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20241029,11,2024,Sunday,10:40:00,Single,1,80,NSW,Capital Region,Snowy Monaro,Outer Regional Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20243005,11,2024,Sunday,11:00:00,Single,1,60,QLD,Wide Bay,Bundaberg,Inner Regional Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20241261,11,2024,Sunday,11:04:00,Single,1,90,NSW,Illawarra,Wollongong,Major Cities of Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20244024,11,2024,Sunday,11:30:00,Single,1,80,SA,Barossa - Yorke - Mid North,Barossa,Inner Regional Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20241215,11,2024,Sunday,14:45:00,Single,1,100,NSW,Murray,Federation,Outer Regional Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20243186,11,2024,Sunday,17:00:00,Single,1,80,QLD,Toowoomba,Toowoomba,Inner Regional Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20243208,11,2024,Sunday,21:00:00,Single,1,40,QLD,Brisbane Inner City,Brisbane,Major Cities of Australia,Sub-arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20241134,11,2024,Thursday,00:01:00,Single,1,80,NSW,Sydney - Blacktown,Blacktown,Major Cities of Australia,Arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20243040,11,2024,Thursday,02:00:00,Multiple,2,60,QLD,Darling Downs - Maranoa,Southern Downs,Inner Regional Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20241263,11,2024,Thursday,04:00:00,Single,1,50,NSW,Central West,Cowra,Inner Regional Australia,Local Road,No,No,Weekday,Night,2025-05-06T08:22:34
20241302,11,2024,Thursday,04:02:00,Single,1,110,NSW,Capital Region,Goulburn Mulwaree,Inner Regional Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20241147,11,2024,Thursday,05:45:00,Single,1,50,NSW,Sydney - Baulkham Hills and Hawkesbury,The Hills,Major Cities of Australia,Collector Road,No,No,Weekday,Night,2025-05-06T08:22:34
20243248,11,2024,Thursday,09:00:00,Single,1,70,QLD,Moreton Bay - South,Moreton Bay,Major Cities of Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20243096,11,2024,Thursday,09:00:00,Single,1,50,QLD,Wide Bay,Gympie,Inner Regional Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241150,11,2024,Thursday,12:20:00,Single,1,50,NSW,Sydney - North Sydney and Hornsby,Willoughby,Major Cities of Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241247,11,2024,Thursday,13:30:00,Single,1,100,NSW,Capital Region,Shoalhaven,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20241234,11,2024,Thursday,17:25:00,Single,1,100,NSW,Capital Region,Queanbeyan-Palerang,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20242110,11,2024,Thursday,17:44:00,Single,1,80,VIC,Bendigo,Greater Bendigo,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20242052,11,2024,Thursday,18:15:00,Single,1,70,VIC,Melbourne - North East,Nillumbik,Inner Regional Australia,Arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20243247,11,2024,Tuesday,05:00:00,Single,1,100,QLD,Darling Downs - Maranoa,Western Downs,Outer Regional Australia,Sub-arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20243144,11,2024,Tuesday,06:00:00,Single,1,100,QLD,Central Queensland,Rockhampton,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20241235,11,2024,Tuesday,10:45:00,Single,1,80,NSW,Illawarra,Wollongong,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20243087,11,2024,Tuesday,11:00:00,Multiple,2,100,QLD,Wide Bay,South Burnett,Inner Regional Australia,Collector Road,No,No,Weekday,Day,2025-05-06T08:22:34
20244061,11,2024,Tuesday,11:48:00,Single,1,110,SA,South Australia - South East,Tatiara,Remote Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20241009,11,2024,Tuesday,11:58:00,Single,1,80,NSW,Richmond - Tweed,Tweed,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241072,11,2024,Tuesday,12:00:00,Single,1,60,NSW,Mid North Coast,Mid-Coast,Outer Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20243129,11,2024,Tuesday,12:00:00,Single,1,100,QLD,Ipswich,Ipswich,Major Cities of Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20242219,11,2024,Tuesday,12:25:00,Single,1,100,VIC,North West,Ararat,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20241219,11,2024,Tuesday,12:37:00,Single,1,80,NSW,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20244010,11,2024,Tuesday,12:55:00,Single,1,100,SA,Barossa - Yorke - Mid North,Light,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20244040,11,2024,Tuesday,14:33:00,Single,1,50,SA,Adelaide - North,Salisbury,Major Cities of Australia,Collector Road,No,No,Weekday,Day,2025-05-06T08:22:34
20243171,11,2024,Tuesday,16:00:00,Single,1,100,QLD,Cairns,Cairns,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20242075,11,2024,Tuesday,16:40:00,Single,1,80,VIC,Warrnambool and South West,Colac Otway,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20243079,11,2024,Tuesday,17:00:00,Single,1,100,QLD,Queensland - Outback,McKinlay,Very Remote Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241045,11,2024,Tuesday,20:10:00,Single,1,50,NSW,Hunter Valley exc Newcastle,Singleton,Inner Regional Australia,Local Road,No,No,Weekday,Night,2025-05-06T08:22:34
20243017,11,2024,Tuesday,23:00:00,Multiple,2,100,QLD,Central Queensland,Gladstone,Outer Regional Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20241160,11,2024,Wednesday,17:15:00,Single,1,50,NSW,Riverina,Wagga Wagga,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20241081,11,2024,Wednesday,18:00:00,Single,1,100,NSW,Central West,Lithgow,Inner Regional Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20241135,11,2024,Wednesday,21:50:00,Single,1,100,NSW,New England and North West,Moree Plains,Outer Regional Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20241209,11,2024,Wednesday,22:08:00,Single,1,110,NSW,Sydney - Outer South West,Campbelltown (NSW),Major Cities of Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20242140,10,2024,Friday,06:50:00,Multiple,2,100,VIC,Warrnambool and South West,Moyne,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20242142,10,2024,Friday,07:15:00,Single,1,100,VIC,Melbourne - North West,Macedon Ranges,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20243107,10,2024,Friday,10:00:00,Single,1,80,QLD,Cairns,Cairns,Outer Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
