crash_id,month,year,dayweek_text,time_text,crash_type,num_fatalities,speed_limit,state_name,sa4_name,lga_name,remoteness_name,road_type_name,christmas_period,easter_period,day_flag,time_of_day,load_ts
20211011,9,2021,Sunday,10:52:00,Single,1,100,NSW,Central West,Mid-Western,Outer Regional Australia,Sub-arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20213068,9,2021,Sunday,11:00:00,Single,1,100,QLD,Logan - Beaudesert,Logan,Inner Regional Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20213157,9,2021,Sunday,13:00:00,Single,1,100,QLD,Wide Bay,South Burnett,Outer Regional Australia,Sub-arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20212012,9,2021,Sunday,14:20:00,Single,1,60,VIC,Melbourne - West,Hobsons Bay,Major Cities of Australia,Sub-arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20211203,9,2021,Sunday,16:00:00,Single,1,50,NSW,New England and North West,Liverpool Plains,Outer Regional Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20215140,9,2021,Sunday,16:09:00,Single,1,70,WA,Perth - South West,Cockburn,Major Cities of Australia,Arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20213090,9,2021,Sunday,21:00:00,Single,1,50,QLD,Gold Coast,Gold Coast,Major Cities of Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20212072,9,2021,Thursday,05:45:00,Single,1,80,VIC,Melbourne - North East,Nillumbik,Major Cities of Australia,Arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20215088,9,2021,Thursday,05:55:00,Single,1,110,WA,Western Australia - Wheat Belt,Chittering,Inner Regional Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20215155,9,2021,Thursday,06:23:00,Single,1,110,WA,Western Australia - Outback (South),Kalgoorlie-Boulder,Very Remote Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20215147,9,2021,Thursday,07:27:00,Single,1,80,WA,Western Australia - Wheat Belt,York,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213155,9,2021,Thursday,09:00:00,Single,1,100,QLD,Toowoomba,Lockyer Valley,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20215055,9,2021,Thursday,09:48:00,Single,1,60,WA,Perth - North West,Wanneroo,Major Cities of Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20211020,9,2021,Thursday,11:50:00,Single,1,50,NSW,New England and North West,Tamworth,Inner Regional Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213130,9,2021,Thursday,13:00:00,Single,1,100,QLD,Cairns,Douglas,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20215121,9,2021,Thursday,13:16:00,Single,1,70,WA,Perth - North East,Swan,Major Cities of Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20216022,9,2021,Thursday,13:40:00,Single,1,50,TAS,West and North West,Central Coast (Tas.),Outer Regional Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20215014,9,2021,Thursday,14:30:00,Single,1,70,WA,Perth - South West,Cockburn,Major Cities of Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20212090,9,2021,Thursday,16:40:00,Single,1,50,VIC,Melbourne - South East,Casey,Major Cities of Australia,Collector Road,No,No,Weekday,Day,2025-05-06T08:22:34
20211030,9,2021,Thursday,17:00:00,Single,1,100,NSW,New England and North West,Narrabri,Outer Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20215040,9,2021,Thursday,19:00:00,Single,1,60,WA,Perth - South East,Victoria Park,Major Cities of Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20213188,9,2021,Thursday,19:00:00,Single,1,80,QLD,Mackay - Isaac - Whitsunday,Isaac,Remote Australia,Local Road,No,No,Weekday,Night,2025-05-06T08:22:34
20212159,9,2021,Thursday,19:25:00,Multiple,4,60,VIC,Melbourne - West,Wyndham,Major Cities of Australia,Sub-arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20214013,9,2021,Thursday,21:00:00,Single,1,80,SA,Adelaide - Central and Hills,Adelaide Hills,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20215142,9,2021,Thursday,22:01:00,Multiple,2,70,WA,Perth - South East,Armadale,Major Cities of Australia,Arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20211154,9,2021,Tuesday,08:00:00,Single,1,100,NSW,Richmond - Tweed,Kyogle,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20215132,9,2021,Tuesday,08:32:00,Single,1,60,WA,Bunbury,Bunbury,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20212077,9,2021,Tuesday,12:30:00,Multiple,2,100,VIC,North West,Horsham,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20216014,9,2021,Tuesday,12:58:00,Single,1,50,TAS,Hobart,Glenorchy,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20211094,9,2021,Tuesday,13:15:00,Single,1,90,NSW,Coffs Harbour - Grafton,Clarence Valley,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20212146,9,2021,Tuesday,14:45:00,Single,1,60,VIC,Warrnambool and South West,Warrnambool,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20211015,9,2021,Tuesday,21:50:00,Multiple,3,60,NSW,Central Coast,Central Coast (NSW),Inner Regional Australia,Arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20211108,9,2021,Wednesday,06:13:00,Single,1,70,NSW,Sydney - Inner South West,Canterbury-Bankstown,Major Cities of Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20213165,9,2021,Wednesday,07:00:00,Single,1,100,QLD,Brisbane - North,Brisbane,Major Cities of Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20214086,9,2021,Wednesday,08:06:00,Single,1,60,SA,Adelaide - West,West Torrens,Major Cities of Australia,Collector Road,No,No,Weekday,Day,2025-05-06T08:22:34
20214079,9,2021,Wednesday,09:30:00,Single,1,80,SA,Adelaide - South,Onkaparinga,Major Cities of Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20214010,9,2021,Wednesday,11:33:00,Single,1,100,SA,Adelaide - Central and Hills,Adelaide Hills,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20215128,9,2021,Wednesday,14:46:00,Single,1,110,WA,Western Australia - Wheat Belt,Gingin,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213062,9,2021,Wednesday,15:00:00,Single,1,60,QLD,Brisbane - North,Brisbane,Major Cities of Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20215089,9,2021,Wednesday,15:33:00,Single,1,110,WA,Western Australia - Wheat Belt,Moora,Remote Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20211055,9,2021,Wednesday,20:00:00,Single,1,80,NSW,Capital Region,Queanbeyan-Palerang,Major Cities of Australia,Arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20213128,9,2021,Wednesday,23:00:00,Multiple,4,100,QLD,Ipswich,Ipswich,Major Cities of Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20211048,8,2021,Friday,03:30:00,Multiple,2,110,NSW,Mid North Coast,Port Macquarie-Hastings,Inner Regional Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20213210,8,2021,Friday,06:00:00,Single,1,100,QLD,Wide Bay,South Burnett,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20212055,8,2021,Friday,09:56:00,Multiple,3,60,VIC,Melbourne - Inner,Melbourne,Major Cities of Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20212151,8,2021,Friday,10:15:00,Single,1,100,VIC,Warrnambool and South West,Corangamite,Outer Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213084,8,2021,Friday,14:00:00,Single,1,50,QLD,Brisbane - East,Redland,Major Cities of Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20215028,8,2021,Friday,14:30:00,Single,1,110,WA,Western Australia - Wheat Belt,Gingin,Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20216031,8,2021,Friday,15:20:00,Multiple,2,100,TAS,Launceston and North East,West Tamar,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20217010,8,2021,Friday,15:30:00,Single,1,110,NT,Northern Territory - Outback,MacDonnell,Very Remote Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20211237,8,2021,Friday,15:30:00,Single,1,80,NSW,Mid North Coast,Mid-Coast,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20211197,8,2021,Friday,18:01:00,Single,1,100,NSW,Coffs Harbour - Grafton,Clarence Valley,Inner Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20215002,8,2021,Friday,18:27:00,Single,1,40,WA,Perth - Inner,Perth,Major Cities of Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20211160,8,2021,Friday,20:50:00,Single,1,50,NSW,Sydney - City and Inner South,Bayside (NSW),Major Cities of Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20215022,8,2021,Monday,04:00:00,Single,1,100,WA,Western Australia - Wheat Belt,Chittering,Inner Regional Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20213113,8,2021,Monday,08:00:00,Single,1,100,QLD,Central Queensland,Banana,Outer Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213133,8,2021,Monday,10:00:00,Single,1,70,QLD,Logan - Beaudesert,Logan,Major Cities of Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213232,8,2021,Monday,10:00:00,Single,1,100,QLD,Darling Downs - Maranoa,Toowoomba,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20215030,8,2021,Monday,10:44:00,Single,1,50,WA,Bunbury,Busselton,Inner Regional Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20212175,8,2021,Monday,11:46:00,Single,1,100,VIC,Latrobe - Gippsland,Wellington,Outer Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213096,8,2021,Monday,12:00:00,Multiple,2,100,QLD,Townsville,Charters Towers,Remote Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20211029,8,2021,Monday,14:33:00,Multiple,2,60,NSW,Riverina,Wagga Wagga,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213085,8,2021,Monday,16:00:00,Single,1,100,QLD,Wide Bay,Gympie,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20213040,8,2021,Monday,16:00:00,Single,1,70,QLD,Gold Coast,Gold Coast,Major Cities of Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213126,8,2021,Monday,20:00:00,Single,1,70,QLD,Gold Coast,Gold Coast,Major Cities of Australia,Sub-arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20213222,8,2021,Monday,20:00:00,Single,1,110,QLD,Sunshine Coast,Sunshine Coast,Major Cities of Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20211244,8,2021,Saturday,00:05:00,Single,1,100,NSW,Central West,Lachlan,Remote Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20215038,8,2021,Saturday,04:45:00,Single,1,110,WA,Western Australia - Wheat Belt,Williams,Outer Regional Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20213217,8,2021,Saturday,11:00:00,Single,1,70,QLD,Moreton Bay - North,Moreton Bay,Major Cities of Australia,Collector Road,No,No,Weekend,Day,2025-05-06T08:22:34
20213066,8,2021,Saturday,12:00:00,Single,1,100,QLD,Townsville,Townsville,Outer Regional Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20211172,8,2021,Saturday,15:25:00,Single,1,70,NSW,Newcastle and Lake Macquarie,Lake Macquarie,Major Cities of Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20211125,8,2021,Saturday,18:00:00,Single,1,100,NSW,Capital Region,Goulburn Mulwaree,Inner Regional Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20217006,8,2021,Saturday,19:05:00,Single,1,50,NT,Darwin,Darwin,Outer Regional Australia,Sub-arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20216020,8,2021,Saturday,19:14:00,Single,1,50,TAS,Launceston and North East,Launceston,Inner Regional Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20215049,8,2021,Saturday,19:18:00,Single,1,110,WA,Bunbury,Augusta Margaret River,Inner Regional Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20213058,8,2021,Saturday,23:00:00,Single,1,100,QLD,Gold Coast,Scenic Rim,Inner Regional Australia,Sub-arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20212058,8,2021,Sunday,01:00:00,Multiple,2,60,VIC,Melbourne - North East,Mitchell,Major Cities of Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20216025,8,2021,Sunday,01:30:00,Single,1,100,TAS,South East,Derwent Valley,Outer Regional Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20215145,8,2021,Sunday,05:00:00,Single,1,100,WA,Perth - North West,Stirling,Major Cities of Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20213218,8,2021,Sunday,05:00:00,Single,1,100,QLD,Mackay - Isaac - Whitsunday,Isaac,Outer Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20214017,8,2021,Sunday,05:50:00,Single,1,110,SA,South Australia - South East,Loxton Waikerie,Outer Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20212023,8,2021,Sunday,11:37:00,Single,1,80,VIC,Melbourne - Outer East,Knox,Major Cities of Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20212014,8,2021,Sunday,12:00:00,Single,1,50,VIC,Latrobe - Gippsland,Baw Baw,Inner Regional Australia,Arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20213028,8,2021,Sunday,14:00:00,Single,1,80,QLD,Central Queensland,Rockhampton,Inner Regional Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20213023,8,2021,Sunday,14:00:00,Single,1,100,QLD,Wide Bay,South Burnett,Outer Regional Australia,Collector Road,No,No,Weekend,Day,2025-05-06T08:22:34
20212171,8,2021,Sunday,17:00:00,Single,1,80,VIC,Melbourne - Inner South,Kingston (Vic.),Major Cities of Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20211118,8,2021,Thursday,11:00:00,Single,1,70,NSW,Sydney - Outer West and Blue Mountains,Penrith,Major Cities of Australia,Collector Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213248,8,2021,Thursday,12:00:00,Single,1,100,QLD,Townsville,Charters Towers,Remote Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20214070,8,2021,Thursday,14:05:00,Multiple,2,110,SA,South Australia - South East,Tatiara,Outer Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20212076,8,2021,Thursday,15:52:00,Multiple,2,100,VIC,Warrnambool and South West,Moyne,Inner Regional Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213024,8,2021,Thursday,18:00:00,Single,1,100,QLD,Logan - Beaudesert,Scenic Rim,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20217023,8,2021,Thursday,18:20:00,Single,1,90,NT,Northern Territory - Outback,Alice Springs,Remote Australia,Sub-arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20213142,8,2021,Thursday,19:00:00,Single,1,100,QLD,Queensland - Outback,Quilpie,Very Remote Australia,Sub-arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20213139,8,2021,Tuesday,03:00:00,Single,1,60,QLD,Gold Coast,Gold Coast,Major Cities of Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20212071,8,2021,Tuesday,05:12:00,Single,1,80,VIC,Melbourne - West,Hobsons Bay,Major Cities of Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20211220,8,2021,Tuesday,06:00:00,Single,1,110,NSW,Sydney - Outer South West,Wollondilly,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20211236,8,2021,Tuesday,09:10:00,Single,1,100,NSW,Mid North Coast,Kempsey,Inner Regional Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20216033,8,2021,Tuesday,11:37:00,Single,1,50,TAS,West and North West,Burnie,Outer Regional Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20214028,8,2021,Tuesday,16:11:00,Single,1,100,SA,South Australia - South East,Mid Murray,Outer Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20212118,8,2021,Tuesday,17:37:00,Single,1,100,VIC,Latrobe - Gippsland,Latrobe (Vic.),Inner Regional Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20211057,8,2021,Wednesday,05:55:00,Single,1,110,NSW,Central West,Forbes,Outer Regional Australia,National or State Highway,No,No,Weekday,Night,2025-05-06T08:22:34
20213196,8,2021,Wednesday,06:00:00,Single,1,100,QLD,Gold Coast,Gold Coast,Major Cities of Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20212074,8,2021,Wednesday,11:00:00,Single,1,60,VIC,Melbourne - Inner South,Glen Eira,Major Cities of Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20211126,8,2021,Wednesday,13:35:00,Single,1,70,NSW,Sydney - Inner South West,Canterbury-Bankstown,Major Cities of Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20211045,8,2021,Wednesday,13:40:00,Single,1,80,NSW,Hunter Valley exc Newcastle,Port Stephens,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20215110,8,2021,Wednesday,15:48:00,Single,1,80,WA,Western Australia - Outback (South),Kalgoorlie-Boulder,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20212210,8,2021,Wednesday,16:05:00,Single,1,50,VIC,Melbourne - South East,Cardinia,Major Cities of Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20215015,8,2021,Wednesday,22:20:00,Single,1,50,WA,Perth - South West,Kwinana,Major Cities of Australia,Arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20216029,7,2021,Friday,04:30:00,Single,1,100,TAS,Launceston and North East,George Town,Outer Regional Australia,Collector Road,No,No,Weekday,Night,2025-05-06T08:22:34
20211113,7,2021,Friday,10:00:00,Single,1,60,NSW,Sydney - Northern Beaches,Northern Beaches,Major Cities of Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213192,7,2021,Friday,14:00:00,Single,1,60,QLD,Brisbane - West,Brisbane,Major Cities of Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213118,7,2021,Friday,14:00:00,Single,1,100,QLD,Mackay - Isaac - Whitsunday,Mackay,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20213019,7,2021,Friday,15:00:00,Single,1,100,QLD,Wide Bay,Bundaberg,Outer Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20212124,7,2021,Friday,15:30:00,Single,1,40,VIC,Melbourne - West,Wyndham,Major Cities of Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20213012,7,2021,Friday,16:00:00,Single,1,100,QLD,Darling Downs - Maranoa,Toowoomba,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20212187,7,2021,Friday,16:15:00,Single,1,60,VIC,Bendigo,Mount Alexander,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20212044,7,2021,Friday,16:50:00,Single,1,110,VIC,Hume,Strathbogie,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20212109,7,2021,Friday,17:04:00,Single,1,100,VIC,Geelong,Golden Plains,Inner Regional Australia,Sub-arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20215007,7,2021,Friday,17:40:00,Single,1,60,WA,Perth - South West,Cockburn,Major Cities of Australia,Arterial Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213016,7,2021,Friday,18:00:00,Multiple,3,110,QLD,Townsville,Charters Towers,Very Remote Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20211249,7,2021,Friday,18:10:00,Single,1,60,NSW,Sydney - Outer South West,Campbelltown (NSW),Major Cities of Australia,Collector Road,No,No,Weekend,Night,2025-05-06T08:22:34
20212005,7,2021,Friday,20:00:00,Single,1,100,VIC,Melbourne - North West,Macedon Ranges,Inner Regional Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20211088,7,2021,Friday,20:14:00,Single,1,100,NSW,Central West,Orange,Inner Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20215123,7,2021,Friday,21:55:00,Single,1,70,WA,Perth - North West,Stirling,Major Cities of Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20213010,7,2021,Friday,22:00:00,Multiple,2,70,QLD,Moreton Bay - North,Moreton Bay,Major Cities of Australia,Collector Road,No,No,Weekend,Night,2025-05-06T08:22:34
20214066,7,2021,Friday,22:00:00,Single,1,110,SA,South Australia - South East,Wattle Range,Outer Regional Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20213120,7,2021,Friday,23:00:00,Single,1,60,QLD,Cairns,Cairns,Outer Regional Australia,Sub-arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20212088,7,2021,Monday,03:14:00,Single,1,100,VIC,Melbourne - South East,Casey,Major Cities of Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20215091,7,2021,Monday,09:17:00,Single,1,110,WA,Perth - South West,Rockingham,Major Cities of Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20215153,7,2021,Monday,09:38:00,Single,1,60,WA,Perth - North East,Bayswater,Major Cities of Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20214078,7,2021,Monday,13:55:00,Single,1,110,SA,Barossa - Yorke - Mid North,Adelaide Plains,Inner Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20216024,7,2021,Monday,14:08:00,Multiple,2,110,TAS,Launceston and North East,Northern Midlands,Outer Regional Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20213073,7,2021,Monday,16:00:00,Single,1,60,QLD,Moreton Bay - North,Moreton Bay,Major Cities of Australia,National or State Highway,No,No,Weekday,Day,2025-05-06T08:22:34
20211148,7,2021,Monday,16:15:00,Single,1,50,NSW,Newcastle and Lake Macquarie,Lake Macquarie,Major Cities of Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20213103,7,2021,Monday,17:00:00,Single,1,50,QLD,Logan - Beaudesert,Logan,Major Cities of Australia,Local Road,No,No,Weekday,Day,2025-05-06T08:22:34
20212180,7,2021,Monday,20:55:00,Single,1,60,VIC,Melbourne - South East,Monash,Major Cities of Australia,Arterial Road,No,No,Weekday,Night,2025-05-06T08:22:34
20216028,7,2021,Monday,22:32:00,Single,1,100,TAS,Hobart,Clarence,Inner Regional Australia,Collector Road,No,No,Weekday,Night,2025-05-06T08:22:34
20215139,7,2021,Saturday,01:59:00,Single,1,110,WA,Western Australia - Wheat Belt,Kojonup,Outer Regional Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20213231,7,2021,Saturday,02:00:00,Single,1,60,QLD,Wide Bay,Gympie,Outer Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20213237,7,2021,Saturday,02:00:00,Single,1,60,QLD,Mackay - Isaac - Whitsunday,Isaac,Remote Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20211260,7,2021,Saturday,02:30:00,Single,1,60,NSW,Sydney - Outer West and Blue Mountains,Penrith,Major Cities of Australia,Arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20217015,7,2021,Saturday,05:00:00,Single,1,100,NT,Darwin,Litchfield,Outer Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20211049,7,2021,Saturday,07:00:00,Single,1,60,NSW,Murray,Wentworth,Outer Regional Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20215082,7,2021,Saturday,07:09:00,Single,1,110,WA,Western Australia - Wheat Belt,Mount Marshall,Remote Australia,Arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20214012,7,2021,Saturday,07:37:00,Single,1,60,SA,South Australia - South East,Kingston (SA),Outer Regional Australia,Arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20215131,7,2021,Saturday,08:15:00,Single,1,100,WA,Western Australia - Outback (North),Karratha,Remote Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20212050,7,2021,Saturday,10:04:00,Single,1,60,VIC,Geelong,Greater Geelong,Major Cities of Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20213238,7,2021,Saturday,11:00:00,Single,1,100,QLD,Ipswich,Somerset,Inner Regional Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20212079,7,2021,Saturday,13:29:00,Single,1,110,VIC,North West,Buloke,Outer Regional Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20214016,7,2021,Saturday,16:10:00,Single,1,100,SA,South Australia - Outback,Port Augusta,Outer Regional Australia,Local Road,No,No,Weekend,Day,2025-05-06T08:22:34
20211026,7,2021,Saturday,17:10:00,Single,1,60,NSW,Sydney - Outer South West,Camden,Major Cities of Australia,Arterial Road,No,No,Weekend,Day,2025-05-06T08:22:34
20215005,7,2021,Saturday,17:34:00,Single,1,90,WA,Western Australia - Outback (South),Greater Geraldton,Outer Regional Australia,National or State Highway,No,No,Weekend,Day,2025-05-06T08:22:34
20212096,7,2021,Saturday,19:00:00,Single,1,100,VIC,North West,Northern Grampians,Inner Regional Australia,National or State Highway,No,No,Weekend,Night,2025-05-06T08:22:34
20213078,7,2021,Saturday,20:00:00,Single,1,70,QLD,Sunshine Coast,Noosa,Inner Regional Australia,Sub-arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20213004,7,2021,Saturday,22:00:00,Single,1,70,QLD,Logan - Beaudesert,Logan,Major Cities of Australia,Sub-arterial Road,No,No,Weekend,Night,2025-05-06T08:22:34
20213097,7,2021,Saturday,23:00:00,Single,1,50,QLD,Sunshine Coast,Sunshine Coast,Major Cities of Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
20212189,7,2021,Sunday,01:10:00,Multiple,2,60,VIC,Melbourne - North East,Whittlesea,Major Cities of Australia,Local Road,No,No,Weekend,Night,2025-05-06T08:22:34
